query_id,n_relevant,bm25_ndcg10,bm25_recall10,bm25_recall2,bm25_success10,dense-pooled_ndcg10,dense-pooled_recall10,dense-pooled_recall2,dense-pooled_success10,dense-chunk_ndcg10,dense-chunk_recall10,dense-chunk_recall2,dense-chunk_success10,dense-multicard_ndcg10,dense-multicard_recall10,dense-multicard_recall2,dense-multicard_success10,hybrid-rrf_ndcg10,hybrid-rrf_recall10,hybrid-rrf_recall2,hybrid-rrf_success10
query_154,2,1.0,1.0,1.0,1.0,0.177239,0.5,0.0,1.0,0.184576,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_155,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_156,2,1.0,1.0,1.0,1.0,0.564092,1.0,0.5,1.0,0.448644,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_157,2,1.0,1.0,1.0,1.0,0.264068,0.5,0.0,1.0,0.204382,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_158,2,1.0,1.0,1.0,1.0,0.184576,0.5,0.0,1.0,0.919721,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_159,2,1.0,1.0,1.0,1.0,0.237198,0.5,0.0,1.0,0.448644,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_160,2,1.0,1.0,1.0,1.0,0.421773,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.877215,1.0,0.5,1.0,1.0,1.0,1.0,1.0
query_161,2,0.919721,1.0,0.5,1.0,0.831555,1.0,0.5,1.0,0.806574,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_162,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_163,2,1.0,1.0,1.0,1.0,0.237198,0.5,0.0,1.0,0.60526,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_164,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.204382,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_165,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.501266,1.0,0.0,1.0,1.0,1.0,1.0,1.0
query_166,2,1.0,1.0,1.0,1.0,0.650921,1.0,0.5,1.0,0.524981,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_167,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.184576,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_168,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_169,2,1.0,1.0,1.0,1.0,0.218407,0.5,0.0,1.0,0.193426,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_170,2,1.0,1.0,1.0,1.0,0.613147,0.5,0.5,1.0,0.237198,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_171,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_172,2,1.0,1.0,1.0,1.0,0.564092,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_173,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_174,2,1.0,1.0,1.0,1.0,0.264068,0.5,0.0,1.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_175,2,1.0,1.0,1.0,1.0,0.570642,1.0,0.0,1.0,0.60526,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_176,2,1.0,1.0,1.0,1.0,0.306574,0.5,0.0,1.0,0.177239,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_177,2,1.0,1.0,1.0,1.0,0.510956,1.0,0.0,1.0,0.264068,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_178,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_179,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_180,2,1.0,1.0,1.0,1.0,0.850345,1.0,0.5,1.0,0.919721,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_181,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.237198,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_182,2,1.0,1.0,1.0,1.0,0.306574,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_183,2,1.0,1.0,1.0,1.0,0.184576,0.5,0.0,1.0,0.184576,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_184,2,1.0,1.0,1.0,1.0,0.613147,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_185,2,1.0,1.0,1.0,1.0,0.237198,0.5,0.0,1.0,0.177239,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_186,2,1.0,1.0,1.0,1.0,0.613147,0.5,0.5,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_187,2,1.0,1.0,1.0,1.0,0.919721,1.0,0.5,1.0,0.571429,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_188,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.184576,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_189,2,1.0,1.0,1.0,1.0,0.204382,0.5,0.0,1.0,0.306574,0.5,0.0,1.0,0.919721,1.0,0.5,1.0,1.0,1.0,1.0,1.0
query_190,2,1.0,1.0,1.0,1.0,0.877215,1.0,0.5,1.0,0.386853,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_191,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_192,2,1.0,1.0,1.0,1.0,0.264068,0.5,0.0,1.0,0.193426,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_193,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.184576,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_194,2,1.0,1.0,1.0,1.0,0.218407,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_195,2,1.0,1.0,1.0,1.0,0.184576,0.5,0.0,1.0,0.193426,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_196,2,1.0,1.0,1.0,1.0,0.650921,1.0,0.5,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_197,2,1.0,1.0,1.0,1.0,0.60526,1.0,0.5,1.0,0.204382,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_198,2,1.0,1.0,1.0,1.0,0.237198,0.5,0.0,1.0,0.797723,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_199,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_200,2,1.0,1.0,1.0,1.0,0.264068,0.5,0.0,1.0,0.204382,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_201,2,1.0,1.0,1.0,1.0,0.613147,0.5,0.5,1.0,0.386853,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_202,2,1.0,1.0,1.0,1.0,0.218407,0.5,0.0,1.0,0.448644,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_203,2,1.0,1.0,1.0,1.0,0.193426,0.5,0.0,1.0,0.386853,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_204,2,1.0,1.0,1.0,1.0,0.524981,1.0,0.0,1.0,0.919721,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_205,2,1.0,1.0,1.0,1.0,0.237198,0.5,0.0,1.0,0.831555,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_206,2,1.0,1.0,1.0,1.0,0.264068,0.5,0.0,1.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_207,2,1.0,1.0,1.0,1.0,0.218407,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_208,2,1.0,1.0,1.0,1.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_209,2,0.570642,1.0,0.0,1.0,0.624051,1.0,0.5,1.0,0.491149,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.650921,1.0,0.5,1.0
query_210,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_211,2,1.0,1.0,1.0,1.0,0.264068,0.5,0.0,1.0,0.204382,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_212,2,1.0,1.0,1.0,1.0,0.613147,0.5,0.5,1.0,0.306574,0.5,0.0,1.0,0.919721,1.0,0.5,1.0,1.0,1.0,1.0,1.0
query_213,2,1.0,1.0,1.0,1.0,0.570642,1.0,0.0,1.0,0.381622,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_214,2,1.0,1.0,1.0,1.0,0.613147,0.5,0.5,1.0,0.613147,0.5,0.5,1.0,0.831555,1.0,0.5,1.0,1.0,1.0,1.0,1.0
query_215,2,1.0,1.0,1.0,1.0,0.613147,0.5,0.5,1.0,0.193426,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_216,2,1.0,1.0,1.0,1.0,0.570642,1.0,0.0,1.0,0.877215,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_217,2,1.0,1.0,1.0,1.0,0.193426,0.5,0.0,1.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_218,2,1.0,1.0,1.0,1.0,0.44158,1.0,0.0,1.0,0.831555,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_219,2,1.0,1.0,1.0,1.0,0.411834,1.0,0.0,1.0,0.264068,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_220,2,1.0,1.0,1.0,1.0,0.264068,0.5,0.0,1.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_221,2,1.0,1.0,1.0,1.0,0.613147,0.5,0.5,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_222,2,1.0,1.0,1.0,1.0,0.264068,0.5,0.0,1.0,0.264068,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_223,2,1.0,1.0,1.0,1.0,0.306574,0.5,0.0,1.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_224,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.177239,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_225,2,1.0,1.0,1.0,1.0,0.388958,1.0,0.0,1.0,0.237198,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_226,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.361815,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_227,2,1.0,1.0,1.0,1.0,0.184576,0.5,0.0,1.0,0.386853,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_228,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.177239,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_229,2,1.0,1.0,1.0,1.0,0.386853,0.5,0.5,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_230,2,1.0,1.0,1.0,1.0,0.613147,0.5,0.5,1.0,0.60526,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_231,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_232,2,1.0,1.0,1.0,1.0,0.402983,1.0,0.0,1.0,0.411834,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_233,2,1.0,1.0,1.0,1.0,0.306574,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_234,2,1.0,1.0,1.0,1.0,0.650921,1.0,0.5,1.0,0.580279,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_235,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.184576,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_236,2,1.0,1.0,1.0,1.0,0.877215,1.0,0.5,1.0,0.543771,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_237,2,1.0,1.0,1.0,1.0,0.580279,1.0,0.5,1.0,0.193426,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_238,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.204382,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_239,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_240,2,1.0,1.0,1.0,1.0,0.193426,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_241,2,1.0,1.0,1.0,1.0,0.386853,0.5,0.5,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_242,2,1.0,1.0,1.0,1.0,0.306574,0.5,0.0,1.0,0.501266,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_243,2,1.0,1.0,1.0,1.0,0.386853,0.5,0.5,1.0,0.468451,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_244,2,1.0,1.0,1.0,1.0,0.193426,0.5,0.0,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_245,2,1.0,1.0,1.0,1.0,0.850345,1.0,0.5,1.0,0.790386,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_246,2,1.0,1.0,1.0,1.0,0.430624,1.0,0.0,1.0,0.388958,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_247,2,1.0,1.0,1.0,1.0,0.237198,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_248,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.831555,1.0,0.5,1.0,0.919721,1.0,0.5,1.0
query_249,2,1.0,1.0,1.0,1.0,0.193426,0.5,0.0,1.0,0.693426,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_250,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_251,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.218407,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_252,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.193426,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_253,2,1.0,1.0,1.0,1.0,0.306574,0.5,0.0,1.0,0.613147,0.5,0.5,1.0,0.613147,0.5,0.5,1.0,0.613147,0.5,0.5,1.0
query_254,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_255,2,1.0,1.0,1.0,1.0,0.177239,0.5,0.0,1.0,0.177239,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_256,2,1.0,1.0,1.0,1.0,0.184576,0.5,0.0,1.0,0.184576,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_257,2,1.0,1.0,1.0,1.0,0.204382,0.5,0.0,1.0,0.177239,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_258,2,1.0,1.0,1.0,1.0,0.237198,0.5,0.0,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_259,2,1.0,1.0,1.0,1.0,0.218407,0.5,0.0,1.0,0.184576,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_260,2,1.0,1.0,1.0,1.0,0.613147,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_261,2,1.0,1.0,1.0,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_262,2,1.0,1.0,1.0,1.0,0.613147,0.5,0.5,1.0,0.571429,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_263,2,1.0,1.0,1.0,1.0,0.264068,0.5,0.0,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_264,2,1.0,1.0,1.0,1.0,0.831555,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_265,2,1.0,1.0,1.0,1.0,0.386853,0.5,0.5,1.0,0.177239,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_266,2,1.0,1.0,1.0,1.0,0.386853,0.5,0.5,1.0,0.448644,1.0,0.0,1.0,0.693426,1.0,0.5,1.0,1.0,1.0,1.0,1.0
query_267,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_268,2,1.0,1.0,1.0,1.0,0.613147,0.5,0.5,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_269,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.919721,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_270,2,1.0,1.0,1.0,1.0,0.624051,1.0,0.5,1.0,0.624051,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_271,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.204382,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_272,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_273,2,1.0,1.0,1.0,1.0,0.306574,0.5,0.0,1.0,0.386853,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_274,2,1.0,1.0,1.0,1.0,0.381622,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_275,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.264068,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_276,2,1.0,1.0,1.0,1.0,0.306574,0.5,0.0,1.0,0.218407,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_277,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.218407,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_278,2,1.0,1.0,1.0,1.0,0.386853,0.5,0.5,1.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_279,2,1.0,1.0,1.0,1.0,0.81753,1.0,0.5,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_280,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.204382,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_281,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_282,2,1.0,1.0,1.0,1.0,0.264068,0.5,0.0,1.0,0.797723,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_283,2,1.0,1.0,1.0,1.0,0.877215,1.0,0.5,1.0,0.386853,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_284,2,1.0,1.0,1.0,1.0,0.44158,1.0,0.0,1.0,0.693426,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_285,2,1.0,1.0,1.0,1.0,0.386853,0.5,0.5,1.0,0.184576,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_286,2,1.0,1.0,1.0,1.0,0.877215,1.0,0.5,1.0,0.580279,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_287,2,1.0,1.0,1.0,1.0,0.193426,0.5,0.0,1.0,0.397809,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_288,2,1.0,1.0,1.0,1.0,0.501266,1.0,0.0,1.0,0.693426,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_289,2,1.0,1.0,1.0,1.0,0.204382,0.5,0.0,1.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_290,2,1.0,1.0,1.0,1.0,0.850345,1.0,0.5,1.0,0.831555,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_291,2,1.0,1.0,1.0,1.0,0.184576,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_292,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.237198,0.5,0.0,1.0,0.919721,1.0,0.5,1.0,1.0,1.0,1.0,1.0
query_293,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.386853,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_294,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_295,2,1.0,1.0,1.0,1.0,0.264068,0.5,0.0,1.0,0.177239,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_296,2,1.0,1.0,1.0,1.0,0.543771,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_297,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_298,2,1.0,1.0,1.0,1.0,0.204382,0.5,0.0,1.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_299,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_300,2,1.0,1.0,1.0,1.0,0.919721,1.0,0.5,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_301,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.81753,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_302,2,1.0,1.0,1.0,1.0,0.264068,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_303,2,1.0,1.0,1.0,1.0,0.193426,0.5,0.0,1.0,0.790386,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_304,2,1.0,1.0,1.0,1.0,0.411834,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_305,2,1.0,1.0,1.0,1.0,0.524981,1.0,0.0,1.0,0.850345,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_306,2,1.0,1.0,1.0,1.0,0.264068,0.5,0.0,1.0,0.81753,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_307,2,1.0,1.0,1.0,1.0,0.378002,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_308,2,1.0,1.0,1.0,1.0,0.386853,0.5,0.5,1.0,0.306574,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_309,2,1.0,1.0,1.0,1.0,0.264068,0.5,0.0,1.0,0.650921,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
query_310,2,1.0,1.0,1.0,1.0,0.613147,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
