query_id,top_k_alpha_ndcg,top_k_s_recall,top_k_ndcg10,top_k_recall10,top_k_ild,top_k_distractor_rate,mmr_0.7_alpha_ndcg,mmr_0.7_s_recall,mmr_0.7_ndcg10,mmr_0.7_recall10,mmr_0.7_ild,mmr_0.7_distractor_rate,mmr_0.3_alpha_ndcg,mmr_0.3_s_recall,mmr_0.3_ndcg10,mmr_0.3_recall10,mmr_0.3_ild,mmr_0.3_distractor_rate,dpp_alpha_ndcg,dpp_s_recall,dpp_ndcg10,dpp_recall10,dpp_ild,dpp_distractor_rate,cluster_rr_alpha_ndcg,cluster_rr_s_recall,cluster_rr_ndcg10,cluster_rr_recall10,cluster_rr_ild,cluster_rr_distractor_rate,outlier_0.2_alpha_ndcg,outlier_0.2_s_recall,outlier_0.2_ndcg10,outlier_0.2_recall10,outlier_0.2_ild,outlier_0.2_distractor_rate,outlier_0.4_alpha_ndcg,outlier_0.4_s_recall,outlier_0.4_ndcg10,outlier_0.4_recall10,outlier_0.4_ild,outlier_0.4_distractor_rate
q0065,0.495743,0.333333,0.779908,0.15,0.234875,0.1,0.51114,0.333333,0.694765,0.133333,0.264331,0.2,0.491428,0.5,0.486471,0.1,0.349552,0.4,0.574925,0.5,0.552746,0.1,0.358254,0.4,0.629634,0.5,0.779908,0.15,0.291077,0.1,0.645057,0.666667,0.779908,0.15,0.25756,0.1,0.694209,0.666667,0.779908,0.15,0.295901,0.1
q0066,0.50327,0.8,0.567682,0.116667,0.350994,0.3,0.454008,0.6,0.527067,0.1,0.371192,0.4,0.468507,0.6,0.42884,0.066667,0.452344,0.6,0.61355,0.8,0.635256,0.116667,0.456966,0.3,0.509403,0.8,0.577425,0.116667,0.352774,0.3,0.553894,1.0,0.504061,0.1,0.3747,0.4,0.557067,0.8,0.571615,0.116667,0.395946,0.3
q0067,0.368487,0.166667,0.797517,0.133333,0.20764,0.2,0.385146,0.166667,0.8237,0.133333,0.229302,0.2,0.71216,0.666667,0.699474,0.1,0.576258,0.4,0.76351,0.666667,0.791727,0.116667,0.591655,0.3,0.609554,0.666667,0.55826,0.083333,0.457301,0.5,0.518265,0.5,0.861138,0.15,0.351705,0.1,0.641334,0.666667,0.861138,0.15,0.465678,0.1
q0068,0.587767,0.333333,0.905212,0.15,0.37263,0.1,0.675518,0.5,0.848603,0.133333,0.476061,0.2,0.67017,0.5,0.756448,0.116667,0.522946,0.3,0.615245,0.5,0.753449,0.116667,0.549912,0.3,0.701428,0.5,1.0,0.166667,0.45986,0.0,0.640618,0.5,0.838957,0.133333,0.399929,0.2,0.745247,0.666667,0.831848,0.133333,0.426198,0.2
q0069,0.556088,0.5,1.0,0.166667,0.246199,0.0,0.545891,0.5,0.838957,0.133333,0.331629,0.2,0.730914,1.0,0.665949,0.116667,0.429316,0.3,0.585602,0.75,0.521296,0.083333,0.436833,0.5,0.742241,0.75,0.781805,0.116667,0.367937,0.3,0.643472,0.75,0.936379,0.15,0.31763,0.1,0.736859,1.0,0.866948,0.133333,0.364628,0.2
q0070,0.462515,0.4,0.713654,0.133333,0.29802,0.2,0.474248,0.4,0.694765,0.133333,0.360801,0.2,0.684863,0.8,0.710477,0.133333,0.50884,0.2,0.563003,0.8,0.488349,0.083333,0.511082,0.5,0.46991,0.4,0.779908,0.15,0.370162,0.1,0.460057,0.4,0.650033,0.116667,0.291215,0.3,0.603973,0.8,0.637113,0.116667,0.322795,0.3
q0071,0.552678,0.4,0.936379,0.15,0.325688,0.1,0.57674,0.4,0.864315,0.133333,0.325226,0.2,0.57799,0.4,0.665949,0.116667,0.463131,0.3,0.722387,0.6,0.719118,0.116667,0.473003,0.3,0.615439,0.4,0.838957,0.133333,0.391296,0.2,0.462175,0.2,0.870125,0.133333,0.368631,0.2,0.546773,0.4,0.790951,0.116667,0.431574,0.3
q0072,0.698782,0.4,0.930569,0.15,0.243044,0.1,0.696447,0.4,0.921602,0.15,0.284737,0.1,0.7566,0.6,0.69684,0.1,0.373774,0.4,0.835507,0.6,0.848238,0.133333,0.361202,0.2,0.687542,0.4,0.905212,0.15,0.250593,0.1,0.767318,0.6,0.864315,0.133333,0.274934,0.2,0.893688,0.8,0.926636,0.15,0.301158,0.1
q0073,0.420837,0.25,0.697596,0.116667,0.330101,0.3,0.436846,0.25,0.716767,0.116667,0.376592,0.3,0.793531,1.0,0.905212,0.15,0.526454,0.1,0.79902,1.0,0.845426,0.133333,0.504682,0.2,0.607184,0.75,0.687951,0.116667,0.409518,0.3,0.505155,0.5,0.633975,0.1,0.37911,0.4,0.496615,0.5,0.49829,0.066667,0.403756,0.6
q0074,0.778067,0.8,0.926636,0.15,0.234559,0.1,0.727932,0.6,0.926636,0.15,0.271623,0.1,0.863575,1.0,0.838957,0.133333,0.308306,0.2,0.807806,0.8,0.905212,0.15,0.319663,0.1,0.81869,0.8,1.0,0.166667,0.232744,0.0,0.74913,0.8,0.926636,0.15,0.240236,0.1,0.754781,0.8,0.936379,0.15,0.249052,0.1
q0075,0.781137,0.8,0.930569,0.15,0.249194,0.1,0.752799,0.8,0.889954,0.15,0.302337,0.1,0.671334,0.6,0.73538,0.116667,0.3453,0.3,0.695066,0.6,0.738192,0.116667,0.348848,0.3,0.730108,0.6,1.0,0.166667,0.24315,0.0,0.722939,0.6,0.866948,0.133333,0.250231,0.2,0.801623,0.8,0.930569,0.15,0.284761,0.1
q0076,0.338603,0.166667,0.57116,0.1,0.364719,0.4,0.495295,0.333333,0.636659,0.1,0.410055,0.4,0.638143,0.666667,0.643404,0.1,0.428868,0.4,0.569032,0.5,0.583715,0.083333,0.436838,0.5,0.500602,0.5,0.596517,0.1,0.374794,0.4,0.40822,0.333333,0.507539,0.083333,0.410646,0.5,0.45883,0.5,0.435475,0.066667,0.422895,0.6
q0077,0.6836,0.4,0.921602,0.15,0.253511,0.1,0.698782,0.4,0.930569,0.15,0.348818,0.1,0.701513,0.6,0.662016,0.1,0.434228,0.4,0.657004,0.6,0.547398,0.066667,0.458288,0.6,0.624694,0.4,0.820523,0.133333,0.317644,0.2,0.832145,0.8,0.921602,0.15,0.29411,0.1,0.873804,0.8,0.855348,0.133333,0.346915,0.2
q0078,0.595553,0.333333,1.0,0.166667,0.304894,0.0,0.683285,0.5,1.0,0.166667,0.296418,0.0,0.928616,0.833333,1.0,0.166667,0.472491,0.0,0.948869,1.0,0.930569,0.15,0.524138,0.1,0.656451,0.5,1.0,0.166667,0.35593,0.0,0.7256,0.666667,1.0,0.166667,0.384261,0.0,0.844759,0.833333,1.0,0.166667,0.452888,0.0
q0079,0.411727,0.2,0.889954,0.15,0.221263,0.1,0.467017,0.4,0.766349,0.133333,0.268702,0.2,0.605839,0.6,0.684837,0.116667,0.338041,0.3,0.638341,0.8,0.640591,0.1,0.370028,0.4,0.625606,0.6,0.795166,0.133333,0.305616,0.2,0.41078,0.2,0.760079,0.116667,0.251829,0.3,0.406603,0.2,0.617284,0.083333,0.261968,0.5
q0080,0.635114,0.5,1.0,0.166667,0.243125,0.0,0.824423,0.75,1.0,0.166667,0.332235,0.0,0.801921,0.75,0.77216,0.116667,0.392162,0.3,0.726257,0.75,0.708441,0.1,0.38611,0.4,0.816338,0.75,0.914857,0.15,0.316505,0.1,0.690807,0.75,0.936379,0.15,0.27928,0.1,0.648452,0.75,0.800694,0.116667,0.293936,0.3
q0081,0.403784,0.2,0.889954,0.15,0.302272,0.1,0.409536,0.2,0.790951,0.116667,0.342869,0.3,0.783203,0.8,0.905212,0.15,0.435688,0.1,0.649411,0.6,0.746705,0.116667,0.446253,0.3,0.624496,0.6,0.889954,0.15,0.405774,0.1,0.402855,0.2,0.760079,0.116667,0.347406,0.3,0.556285,0.6,0.747159,0.116667,0.399182,0.3
q0082,0.659444,0.5,1.0,0.166667,0.29869,0.0,0.694531,0.5,1.0,0.166667,0.357648,0.0,0.720168,0.5,0.841493,0.133333,0.437448,0.2,0.787893,0.833333,0.791727,0.116667,0.455674,0.3,0.671566,0.5,0.838957,0.133333,0.334865,0.2,0.802724,0.833333,1.0,0.166667,0.346752,0.0,0.752888,0.666667,0.933746,0.15,0.366649,0.1
q0083,0.66513,0.6,1.0,0.166667,0.246814,0.0,0.797027,0.6,1.0,0.166667,0.281068,0.0,0.958857,1.0,1.0,0.166667,0.384444,0.0,0.940528,1.0,0.933746,0.15,0.421012,0.1,0.76817,0.6,0.933746,0.15,0.309624,0.1,0.642644,0.6,0.933746,0.15,0.262576,0.1,0.719914,0.8,0.926636,0.15,0.313757,0.1
q0084,0.645199,0.333333,0.83578,0.133333,0.281179,0.2,0.613506,0.333333,0.775994,0.133333,0.290931,0.2,0.572598,0.333333,0.608297,0.1,0.366711,0.4,0.514914,0.333333,0.456899,0.066667,0.413392,0.6,0.674461,0.333333,0.838957,0.133333,0.322827,0.2,0.730843,0.5,0.83578,0.133333,0.32182,0.2,0.738088,0.5,0.775337,0.116667,0.312102,0.3
q0085,0.382693,0.166667,0.678504,0.1,0.372898,0.4,0.363977,0.166667,0.588467,0.083333,0.411488,0.5,0.635472,0.5,0.826813,0.133333,0.512607,0.2,0.449471,0.333333,0.577149,0.083333,0.524861,0.5,0.454367,0.333333,0.726413,0.116667,0.429552,0.3,0.530673,0.5,0.742125,0.116667,0.410655,0.3,0.615511,0.5,0.811556,0.133333,0.437004,0.2
q0086,0.520868,0.333333,0.782739,0.133333,0.383176,0.2,0.521082,0.333333,0.760559,0.116667,0.444736,0.3,0.732903,0.666667,0.857981,0.133333,0.509826,0.2,0.861551,1.0,0.848238,0.133333,0.557299,0.2,0.539866,0.333333,0.699474,0.1,0.474963,0.4,0.592215,0.5,0.782739,0.133333,0.442791,0.2,0.68325,0.666667,0.782739,0.133333,0.476133,0.2
q0087,0.624226,0.4,0.926636,0.15,0.244813,0.1,0.632057,0.4,0.930569,0.15,0.312888,0.1,0.692672,0.6,0.848238,0.133333,0.367945,0.2,0.727448,0.8,0.746705,0.116667,0.36714,0.3,0.613866,0.4,0.889954,0.15,0.310618,0.1,0.774319,0.8,0.926636,0.15,0.282952,0.1,0.779463,0.8,0.870125,0.133333,0.288556,0.2
q0088,0.820802,0.6,1.0,0.166667,0.242753,0.0,0.863435,0.6,1.0,0.166667,0.292697,0.0,0.865253,0.6,1.0,0.166667,0.339598,0.0,0.828452,0.6,0.866948,0.133333,0.370655,0.2,0.844949,0.6,1.0,0.166667,0.233527,0.0,0.689949,0.4,0.870125,0.133333,0.260342,0.2,0.784748,0.6,0.857205,0.133333,0.264486,0.2
q0089,0.451981,0.25,1.0,0.166667,0.290353,0.0,0.450555,0.25,0.848603,0.133333,0.336879,0.2,0.606956,0.75,0.545156,0.083333,0.50713,0.5,0.732188,1.0,0.642942,0.1,0.516205,0.4,0.689591,0.75,0.905212,0.15,0.435744,0.1,0.624769,0.75,1.0,0.166667,0.35768,0.0,0.770609,1.0,1.0,0.166667,0.395937,0.0
q0090,0.410385,0.2,0.921602,0.15,0.206802,0.1,0.406471,0.2,0.820069,0.133333,0.255361,0.2,0.844848,1.0,0.81659,0.133333,0.519115,0.2,0.817053,1.0,0.742125,0.116667,0.530369,0.3,0.740992,1.0,0.684837,0.116667,0.454292,0.3,0.528399,0.4,0.921602,0.15,0.316065,0.1,0.693975,0.8,0.921602,0.15,0.437741,0.1
q0091,0.687858,0.5,1.0,0.166667,0.308019,0.0,0.700972,0.5,1.0,0.166667,0.364809,0.0,0.824776,0.75,0.889954,0.15,0.42204,0.1,0.830353,0.75,0.8237,0.133333,0.439847,0.2,0.588324,0.5,0.851236,0.133333,0.341858,0.2,0.712549,0.75,0.936379,0.15,0.322595,0.1,0.7179,0.75,0.800694,0.116667,0.319077,0.3
q0092,0.485054,0.333333,0.861138,0.15,0.261087,0.1,0.584986,0.333333,0.905212,0.15,0.273003,0.1,0.910294,0.833333,1.0,0.166667,0.395175,0.0,0.896096,0.833333,0.930569,0.15,0.425488,0.1,0.538595,0.5,0.861138,0.15,0.304244,0.1,0.560568,0.5,0.861138,0.15,0.323775,0.1,0.602663,0.5,0.861138,0.15,0.339687,0.1
q0093,0.60664,0.4,1.0,0.166667,0.253183,0.0,0.702185,0.4,1.0,0.166667,0.269858,0.0,0.760282,0.6,0.770204,0.116667,0.390643,0.3,0.806857,0.6,0.836459,0.133333,0.370812,0.2,0.676396,0.4,1.0,0.166667,0.272375,0.0,0.563503,0.4,0.870125,0.133333,0.264166,0.2,0.689849,0.6,0.857205,0.133333,0.291929,0.2
q0094,0.70342,0.5,1.0,0.166667,0.309433,0.0,0.681503,0.5,1.0,0.166667,0.319379,0.0,0.826018,0.666667,1.0,0.166667,0.385942,0.0,0.938637,1.0,1.0,0.166667,0.401637,0.0,0.686361,0.5,1.0,0.166667,0.329766,0.0,0.814568,0.833333,1.0,0.166667,0.326462,0.0,0.894051,1.0,1.0,0.166667,0.335021,0.0
q0095,0.206867,0.25,0.357813,0.083333,0.338246,0.5,0.245383,0.25,0.337984,0.066667,0.385904,0.6,0.524293,1.0,0.4205,0.083333,0.478384,0.5,0.547409,1.0,0.435456,0.083333,0.448518,0.5,0.177139,0.25,0.214084,0.05,0.367659,0.7,0.367531,0.75,0.357813,0.083333,0.382474,0.5,0.443519,1.0,0.357813,0.083333,0.41657,0.5
q0096,0.644032,0.4,0.826813,0.133333,0.316398,0.2,0.659866,0.4,0.836459,0.133333,0.363959,0.2,0.768178,0.6,0.747159,0.116667,0.495402,0.3,0.76726,0.8,0.646402,0.1,0.520823,0.4,0.784632,0.8,0.820523,0.133333,0.393841,0.2,0.687229,0.6,0.763193,0.116667,0.390052,0.3,0.722892,0.6,0.693761,0.1,0.43984,0.4
q0097,0.682394,0.5,1.0,0.166667,0.349107,0.0,0.704573,0.5,1.0,0.166667,0.367198,0.0,0.66626,0.5,0.715551,0.1,0.437395,0.4,0.86632,1.0,0.936379,0.15,0.437314,0.1,0.668536,0.5,0.905212,0.15,0.337913,0.1,0.75997,0.75,0.936379,0.15,0.369981,0.1,0.830532,1.0,0.864315,0.133333,0.360994,0.2
q0098,0.439062,0.333333,0.70151,0.133333,0.254269,0.2,0.387375,0.333333,0.641046,0.133333,0.32351,0.2,0.459102,0.5,0.641046,0.133333,0.385595,0.2,0.5156,0.666667,0.574792,0.116667,0.380362,0.3,0.406071,0.333333,0.779908,0.15,0.27713,0.1,0.501581,0.5,0.637889,0.116667,0.274268,0.3,0.582024,0.666667,0.632079,0.116667,0.288877,0.3
q0099,0.593112,0.333333,1.0,0.166667,0.300056,0.0,0.610648,0.333333,1.0,0.166667,0.341859,0.0,0.772419,0.666667,0.914857,0.15,0.461331,0.1,0.64671,0.5,0.757382,0.116667,0.48483,0.3,0.764333,0.666667,0.870125,0.133333,0.438131,0.2,0.652582,0.5,0.933746,0.15,0.388267,0.1,0.707567,0.666667,0.860382,0.133333,0.451001,0.2
q0100,0.569971,0.333333,0.930569,0.15,0.230669,0.1,0.543996,0.333333,0.905212,0.15,0.233164,0.1,0.837456,0.833333,0.851236,0.133333,0.518404,0.2,0.638463,0.5,0.680905,0.1,0.544882,0.4,0.823184,0.833333,0.870125,0.133333,0.498181,0.2,0.632491,0.5,0.866948,0.133333,0.350782,0.2,0.657843,0.5,0.866948,0.133333,0.466823,0.2
q0101,0.798553,0.5,1.0,0.166667,0.206217,0.0,0.745025,0.5,1.0,0.166667,0.385827,0.0,0.786753,0.666667,0.852171,0.133333,0.417135,0.2,0.805033,0.833333,0.820069,0.133333,0.424958,0.2,0.762425,0.5,1.0,0.166667,0.364682,0.0,0.845984,0.666667,0.933746,0.15,0.211159,0.1,0.809732,0.666667,0.796761,0.116667,0.254001,0.3
q0102,0.5733,0.4,0.914857,0.15,0.324126,0.1,0.624568,0.4,0.905212,0.15,0.362255,0.1,0.782448,0.8,0.870125,0.133333,0.432834,0.2,0.899462,1.0,0.921602,0.15,0.469438,0.1,0.744276,0.8,1.0,0.166667,0.330736,0.0,0.610628,0.6,0.848603,0.133333,0.34741,0.2,0.726828,0.8,0.841493,0.133333,0.365404,0.2
q0103,0.380902,0.2,0.49829,0.066667,0.251486,0.6,0.405694,0.2,0.653049,0.1,0.333708,0.4,0.701546,0.6,0.712552,0.1,0.462657,0.4,0.606408,0.6,0.640591,0.1,0.47069,0.4,0.381201,0.2,0.551331,0.083333,0.417397,0.5,0.459586,0.4,0.561911,0.083333,0.306069,0.5,0.534114,0.6,0.557978,0.083333,0.382413,0.5
q0104,0.778783,0.666667,0.851236,0.133333,0.261638,0.2,0.767072,0.666667,0.83578,0.133333,0.273039,0.2,0.818805,0.666667,0.866948,0.133333,0.33538,0.2,0.857648,0.833333,0.914857,0.15,0.330904,0.1,0.77916,0.666667,0.926636,0.15,0.264138,0.1,0.816377,0.666667,0.914857,0.15,0.275856,0.1,0.91112,1.0,0.914857,0.15,0.292654,0.1
q0105,0.638008,0.4,0.866948,0.133333,0.311302,0.2,0.639572,0.4,0.785916,0.116667,0.353227,0.3,0.563458,0.4,0.56537,0.083333,0.414301,0.5,0.499542,0.4,0.432318,0.05,0.432544,0.7,0.68664,0.6,0.753814,0.116667,0.37003,0.3,0.707881,0.6,0.864315,0.133333,0.329795,0.2,0.719116,0.6,0.926636,0.15,0.362049,0.1
q0106,0.795664,0.6,1.0,0.166667,0.244652,0.0,0.868333,0.6,1.0,0.166667,0.269566,0.0,0.946913,0.8,1.0,0.166667,0.364658,0.0,0.858144,0.8,0.889954,0.15,0.409082,0.1,0.977584,0.8,1.0,0.166667,0.308281,0.0,0.883192,0.8,1.0,0.166667,0.257515,0.0,0.843732,0.8,0.933746,0.15,0.283951,0.1
q0107,0.269788,0.2,0.584719,0.116667,0.223073,0.3,0.285072,0.2,0.625334,0.116667,0.273724,0.3,0.562341,0.8,0.584719,0.116667,0.446196,0.3,0.553956,0.8,0.52521,0.1,0.42529,0.4,0.470534,0.6,0.515288,0.1,0.347881,0.4,0.346431,0.4,0.521098,0.1,0.269774,0.4,0.457611,0.6,0.515288,0.1,0.29855,0.4
q0108,0.723646,0.5,1.0,0.166667,0.19897,0.0,0.707532,0.5,1.0,0.166667,0.244163,0.0,0.769032,0.666667,0.845426,0.133333,0.353548,0.2,0.830404,0.833333,0.841591,0.133333,0.368961,0.2,0.606274,0.333333,0.936379,0.15,0.236204,0.1,0.81398,0.666667,1.0,0.166667,0.241884,0.0,0.774762,0.666667,0.870125,0.133333,0.249698,0.2
q0109,0.274723,0.166667,0.779908,0.15,0.347898,0.1,0.274436,0.166667,0.716287,0.133333,0.33985,0.2,0.471435,0.5,0.716287,0.133333,0.408892,0.2,0.55446,0.666667,0.694765,0.133333,0.426479,0.2,0.454693,0.5,0.637889,0.116667,0.354138,0.3,0.424213,0.5,0.779908,0.15,0.348589,0.1,0.547282,0.666667,0.779908,0.15,0.331972,0.1
q0110,0.400049,0.2,0.577149,0.083333,0.334984,0.5,0.355174,0.2,0.43511,0.066667,0.377332,0.6,0.39951,0.4,0.35971,0.05,0.499429,0.7,0.396253,0.4,0.357076,0.05,0.51923,0.7,0.531446,0.4,0.718342,0.116667,0.383503,0.3,0.555756,0.6,0.643404,0.1,0.393572,0.4,0.639686,0.8,0.650513,0.1,0.444913,0.4
q0111,0.322769,0.25,0.64029,0.116667,0.285393,0.3,0.307338,0.25,0.600431,0.116667,0.31834,0.3,0.580724,0.75,0.637889,0.116667,0.438796,0.3,0.655951,0.75,0.706544,0.133333,0.441533,0.2,0.459411,0.5,0.603608,0.116667,0.337986,0.3,0.49882,0.75,0.706544,0.133333,0.327413,0.2,0.602209,0.75,0.779908,0.15,0.346695,0.1
q0112,0.57407,0.333333,0.785916,0.116667,0.208861,0.3,0.587741,0.333333,0.905212,0.15,0.254435,0.1,0.950923,1.0,1.0,0.166667,0.384655,0.0,0.733006,0.666667,0.770204,0.116667,0.407069,0.3,0.65956,0.5,0.861138,0.15,0.301165,0.1,0.64313,0.5,0.785916,0.116667,0.302654,0.3,0.712903,0.666667,0.781984,0.116667,0.314545,0.3
q0113,0.393368,0.2,0.586892,0.083333,0.375294,0.5,0.558717,0.6,0.677728,0.116667,0.434611,0.3,0.69494,0.8,0.647336,0.1,0.470671,0.4,0.694481,1.0,0.611775,0.1,0.519232,0.4,0.60361,0.6,0.68166,0.116667,0.464797,0.3,0.512312,0.4,0.716767,0.116667,0.466179,0.3,0.527364,0.4,0.650513,0.1,0.496531,0.4
q0114,0.769149,0.8,0.905212,0.15,0.249489,0.1,0.819749,0.8,0.905212,0.15,0.279449,0.1,0.845649,0.8,0.905212,0.15,0.326494,0.1,0.845429,0.8,0.866948,0.133333,0.338905,0.2,0.697507,0.6,0.905212,0.15,0.253346,0.1,0.759104,0.8,0.838957,0.133333,0.258654,0.2,0.699872,0.6,0.768227,0.116667,0.269539,0.3
q0115,0.37112,0.2,0.677728,0.116667,0.3422,0.3,0.380841,0.2,0.702728,0.116667,0.34768,0.3,0.832144,0.8,0.857205,0.133333,0.470876,0.2,0.827935,0.8,0.860382,0.133333,0.47554,0.2,0.590421,0.6,0.751092,0.133333,0.416738,0.2,0.447763,0.4,0.614107,0.1,0.362505,0.4,0.608649,0.8,0.68166,0.116667,0.360172,0.3
q0116,0.318444,0.4,0.436212,0.1,0.331911,0.4,0.405931,0.8,0.321496,0.066667,0.368207,0.6,0.587782,0.8,0.502204,0.083333,0.433842,0.5,0.508955,0.8,0.437807,0.083333,0.438963,0.5,0.374746,0.6,0.38317,0.083333,0.336323,0.5,0.391642,0.6,0.436212,0.1,0.368572,0.4,0.373793,0.6,0.369957,0.083333,0.380404,0.5
q0117,0.687951,0.5,0.866948,0.133333,0.369433,0.2,0.676711,0.5,0.838957,0.133333,0.391109,0.2,0.651266,0.5,0.73538,0.116667,0.444896,0.3,0.802777,1.0,0.731447,0.116667,0.440016,0.3,0.67784,0.5,0.784982,0.116667,0.370837,0.3,0.687731,0.5,0.864315,0.133333,0.353853,0.2,0.855069,1.0,0.926636,0.15,0.378287,0.1
q0118,0.451815,0.25,0.936379,0.15,0.221901,0.1,0.397319,0.25,0.590049,0.1,0.320588,0.4,0.625772,0.75,0.586116,0.083333,0.445876,0.5,0.555254,0.5,0.517363,0.066667,0.445884,0.6,0.561986,0.5,0.608297,0.1,0.384208,0.4,0.539877,0.5,0.936379,0.15,0.233623,0.1,0.676206,0.75,0.930569,0.15,0.276191,0.1
q0119,0.687761,0.5,0.936379,0.15,0.222714,0.1,0.915467,1.0,0.857205,0.133333,0.323061,0.2,0.890947,1.0,0.857981,0.133333,0.342253,0.2,0.918911,1.0,0.848238,0.133333,0.345941,0.2,0.675904,0.5,0.785916,0.116667,0.242354,0.3,0.701355,0.5,1.0,0.166667,0.241009,0.0,0.689088,0.5,1.0,0.166667,0.263727,0.0
