query_id,n_relevant,bm25_ndcg10,bm25_recall10,bm25_recall100,bm25_success10,bm25_judged10,dense-pooled_ndcg10,dense-pooled_recall10,dense-pooled_recall100,dense-pooled_success10,dense-pooled_judged10,dense-chunk_ndcg10,dense-chunk_recall10,dense-chunk_recall100,dense-chunk_success10,dense-chunk_judged10,dense-multicard-extractive_ndcg10,dense-multicard-extractive_recall10,dense-multicard-extractive_recall100,dense-multicard-extractive_success10,dense-multicard-extractive_judged10,dense-multicard-template_ndcg10,dense-multicard-template_recall10,dense-multicard-template_recall100,dense-multicard-template_success10,dense-multicard-template_judged10,dense-multicard-lossy_ndcg10,dense-multicard-lossy_recall10,dense-multicard-lossy_recall100,dense-multicard-lossy_success10,dense-multicard-lossy_judged10,hybrid-rrf_ndcg10,hybrid-rrf_recall10,hybrid-rrf_recall100,hybrid-rrf_success10,hybrid-rrf_judged10
431,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0
436,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.333333,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
437,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.315465,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
440,1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
443,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
452,2,0.306574,0.5,0.5,1.0,0.1,0.177239,0.5,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.264068,0.5,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0
475,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.289065,1.0,1.0,1.0,0.1
478,1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
491,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
501,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
502,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
508,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
513,1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1
514,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.386853,1.0,1.0,1.0,0.1
516,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.333333,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
517,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
521,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
525,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
527,1,0.63093,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.356207,1.0,1.0,1.0,0.1,0.386853,1.0,1.0,1.0,0.1
528,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
532,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
533,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
535,1,0.0,0.0,0.0,0.0,0.0,0.430677,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.356207,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0
536,1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
539,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
540,2,0.218407,0.5,1.0,1.0,0.1,0.264068,0.5,1.0,1.0,0.1,0.237198,0.5,1.0,1.0,0.1,0.218407,0.5,1.0,1.0,0.1,0.218407,0.5,1.0,1.0,0.1,0.184576,0.5,1.0,1.0,0.1,0.264068,0.5,1.0,1.0,0.1
544,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
549,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
551,1,0.356207,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.386853,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.63093,1.0,1.0,1.0,0.1
552,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
554,1,0.333333,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315465,1.0,1.0,1.0,0.1
560,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,1,1.0,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.356207,1.0,1.0,1.0,0.1,0.356207,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
575,1,0.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.356207,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.1
577,1,0.0,0.0,0.0,0.0,0.0,0.315465,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.333333,1.0,1.0,1.0,0.1,0.333333,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
578,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
587,1,0.356207,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.30103,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.356207,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1
589,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
593,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
597,3,0.932521,1.0,1.0,1.0,0.3,0.792865,1.0,1.0,1.0,0.3,0.618289,1.0,1.0,1.0,0.3,0.433345,1.0,1.0,1.0,0.3,0.276919,0.666667,1.0,1.0,0.2,0.766972,1.0,1.0,1.0,0.3,0.807247,1.0,1.0,1.0,0.3
598,1,0.386853,1.0,1.0,1.0,0.1,0.333333,1.0,1.0,1.0,0.1,0.386853,1.0,1.0,1.0,0.1,0.333333,1.0,1.0,1.0,0.1,0.333333,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.386853,1.0,1.0,1.0,0.1
613,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.315465,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
619,2,0.264068,0.5,0.5,1.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
623,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
628,1,0.315465,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.289065,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,0.289065,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1
636,1,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1
637,1,0.315465,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.63093,1.0,1.0,1.0,0.1
641,2,0.613147,0.5,1.0,1.0,0.1,0.831555,1.0,1.0,1.0,0.2,0.831555,1.0,1.0,1.0,0.2,0.831555,1.0,1.0,1.0,0.2,0.591235,1.0,1.0,1.0,0.2,0.580279,1.0,1.0,1.0,0.2,0.877215,1.0,1.0,1.0,0.2
644,1,0.63093,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.386853,1.0,1.0,1.0,0.1
649,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
659,1,1.0,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
660,1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.430677,1.0,1.0,1.0,0.1
674,1,1.0,1.0,1.0,1.0,0.1,0.333333,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
684,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
690,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
691,1,1.0,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.289065,1.0,1.0,1.0,0.1,0.289065,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1
692,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.333333,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
693,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
700,1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1
702,1,0.5,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1
715,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.356207,1.0,1.0,1.0,0.1
716,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
718,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
721,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
723,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
727,1,0.63093,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.63093,1.0,1.0,1.0,0.1
728,2,0.60526,1.0,1.0,1.0,0.2,0.650921,1.0,1.0,1.0,0.2,0.693426,1.0,1.0,1.0,0.2,0.693426,1.0,1.0,1.0,0.2,0.693426,1.0,1.0,1.0,0.2,0.613147,0.5,0.5,1.0,0.1,0.693426,1.0,1.0,1.0,0.2
729,1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
742,1,1.0,1.0,1.0,1.0,0.1,0.30103,1.0,1.0,1.0,0.1,0.30103,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.333333,1.0,1.0,1.0,0.1,0.386853,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1
743,1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.333333,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.430677,1.0,1.0,1.0,0.1
744,1,0.63093,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1
756,1,0.30103,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.333333,1.0,1.0,1.0,0.1,0.356207,1.0,1.0,1.0,0.1
759,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
768,1,0.5,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.63093,1.0,1.0,1.0,0.1,0.289065,1.0,1.0,1.0,0.1,0.289065,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.1
770,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
775,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
781,1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1
783,1,0.0,0.0,1.0,0.0,0.0,0.386853,1.0,1.0,1.0,0.1,0.30103,1.0,1.0,1.0,0.1,0.289065,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.315465,1.0,1.0,1.0,0.1
784,1,0.5,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.5,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
785,1,0.63093,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.63093,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.386853,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,1.0,0.1
793,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
800,1,0.0,0.0,1.0,0.0,0.0,0.63093,1.0,1.0,1.0,0.1,0.356207,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
805,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1
808,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,0.386853,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
811,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
814,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
820,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0,0.1
830,1,0.386853,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.30103,1.0,1.0,1.0,0.1,0.30103,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.430677,1.0,1.0,1.0,0.1
