k,query_id,aspect,n_relevant,sim_pooled,sim_maxcard,ndcg10_pooled,ndcg10_oraclecard,ndcg10_inferredcard,ndcg10_chunk,recall10_pooled,recall10_maxcard
2,q00083,personnel,9,0.364263,0.553008,0.453797,0.824518,0.500866,0.670142,0.333333,0.777778
2,q00084,facilities,7,0.38867,0.420957,0.267373,0.751913,0.790839,0.744057,0.428571,0.714286
2,q00085,security,3,0.308167,0.386199,0.469279,0.530721,0.234639,0.654615,0.333333,0.666667
2,q00086,facilities,5,0.41537,0.485356,0.797254,1.0,0.945635,0.970892,0.8,1.0
2,q00087,procurement,5,0.20171,0.244061,0.0,0.0,0.0,0.0,0.0,0.0
2,q00088,personnel,3,0.457601,0.542787,0.636439,0.765361,1.0,0.671386,0.666667,0.666667
2,q00089,security,9,0.358842,0.543806,0.201248,0.492951,0.510927,0.730493,0.222222,0.555556
2,q00090,engineering,7,0.412694,0.465079,0.908375,1.0,1.0,1.0,0.857143,1.0
2,q00091,marketing,3,0.250617,0.266848,0.0,0.234639,0.0,0.202107,0.0,0.333333
2,q00092,legal,6,0.41153,0.473466,0.493523,0.601312,0.584616,0.698058,0.333333,0.5
2,q00093,legal,6,0.537263,0.602376,0.410392,0.601312,0.493523,0.685483,0.333333,0.5
2,q00094,research,10,0.24471,0.28715,0.0,0.0,0.656303,0.0,0.0,0.0
2,q00095,engineering,3,0.507081,0.505825,0.913402,0.967468,0.838547,0.654615,1.0,1.0
2,q00096,procurement,10,0.223435,0.31615,0.085143,0.623574,0.648932,0.220092,0.1,0.5
2,q00097,research,9,0.275751,0.433037,0.179577,0.666749,0.72998,0.643443,0.222222,0.666667
2,q00098,facilities,9,0.517927,0.597476,0.929244,1.0,1.0,1.0,0.888889,1.0
2,q00099,logistics,6,0.342501,0.430789,0.515125,1.0,0.892211,0.979683,0.5,1.0
2,q00100,finance,3,0.383334,0.494559,0.383649,1.0,1.0,1.0,0.666667,1.0
2,q00101,finance,10,0.382108,0.536635,0.554143,0.930569,0.684383,0.863015,0.4,0.9
2,q00102,personnel,5,0.27621,0.504985,0.0,0.83578,0.33916,0.951231,0.0,0.8
2,q00103,personnel,3,0.470736,0.608389,0.391066,0.967468,0.921787,1.0,0.666667,1.0
2,q00104,engineering,6,0.464639,0.568324,0.857348,0.983805,0.870609,1.0,0.833333,1.0
2,q00105,engineering,10,0.438006,0.508496,0.930569,1.0,1.0,1.0,0.9,1.0
2,q00106,research,4,0.251576,0.470138,0.0,0.787702,0.831872,0.80481,0.0,0.75
2,q00107,procurement,6,0.358368,0.478518,0.190921,0.849359,0.752614,0.86262,0.166667,0.833333
2,q00108,facilities,5,0.41537,0.485356,0.797254,1.0,0.945635,0.970892,0.8,1.0
2,q00109,finance,5,0.242449,0.3816,0.113053,0.960925,0.722727,0.627825,0.2,1.0
2,q00110,marketing,6,0.236941,0.308712,0.091092,0.515125,0.618547,0.107789,0.166667,0.5
2,q00111,facilities,11,0.397908,0.529883,0.800694,1.0,0.790951,1.0,0.636364,0.909091
2,q00112,facilities,7,0.38867,0.420957,0.267373,0.751913,0.790839,0.744057,0.428571,0.714286
2,q00113,personnel,9,0.331858,0.508579,0.500866,0.844691,0.828016,0.753867,0.333333,0.777778
2,q00114,research,8,0.201605,0.333919,0.157431,0.629103,0.724797,0.626945,0.25,0.5
2,q00115,legal,12,0.497008,0.556844,0.632541,0.718363,0.621697,0.245731,0.416667,0.5
2,q00116,security,9,0.407228,0.532184,0.760966,1.0,0.925851,0.929244,0.666667,1.0
2,q00117,facilities,6,0.53674,0.636598,0.987671,0.993078,0.882937,0.993078,1.0,1.0
2,q00118,security,5,0.407832,0.564527,0.673958,0.966985,0.966985,0.868795,0.6,1.0
2,q00119,personnel,3,0.485508,0.593659,0.636439,0.967468,1.0,0.967468,0.666667,1.0
2,q00120,marketing,9,0.138675,0.208584,0.352568,0.330371,0.568809,0.222446,0.222222,0.444444
2,q00121,security,7,0.413412,0.467553,0.585742,0.884784,0.810462,0.902087,0.428571,0.857143
2,q00122,legal,6,0.534849,0.637748,0.620994,0.983805,0.862755,1.0,0.833333,1.0
2,q00123,procurement,7,0.264873,0.328831,0.307465,0.515962,0.543872,0.815373,0.428571,0.571429
2,q00124,legal,7,0.525642,0.654546,0.366502,0.902087,0.814404,0.902087,0.285714,0.857143
2,q00125,legal,6,0.53117,0.577079,0.40347,0.302602,0.393695,0.511259,0.333333,0.166667
2,q00126,finance,5,0.361823,0.436446,0.820766,0.906825,0.951231,0.877717,0.8,1.0
2,q00127,procurement,5,0.20171,0.244061,0.0,0.0,0.0,0.0,0.0,0.0
2,q00128,research,5,0.365697,0.651229,0.398085,0.93308,0.956591,0.888673,0.6,1.0
2,q00129,logistics,6,0.35901,0.478551,0.342222,0.450011,0.355836,0.618547,0.333333,0.5
2,q00130,procurement,5,0.186804,0.298558,0.529635,0.937413,0.820766,0.906825,0.6,1.0
2,q00131,personnel,4,0.416113,0.52664,0.168128,0.654245,0.558508,0.363318,0.25,0.75
2,q00132,finance,6,0.305824,0.429273,0.752614,0.841777,0.870609,0.960769,0.666667,0.833333
2,q00133,personnel,4,0.392816,0.568835,0.558508,0.831872,0.831872,0.636682,0.5,0.75
2,q00134,facilities,5,0.509785,0.540378,0.843538,0.853932,0.797405,0.989606,0.8,0.8
2,q00135,logistics,6,0.276878,0.358297,0.432926,0.953712,0.644824,0.978398,0.333333,1.0
2,q00136,research,4,0.329393,0.402486,0.112845,0.529436,0.636682,0.318341,0.25,0.5
2,q00137,engineering,2,0.528823,0.521967,1.0,1.0,1.0,1.0,1.0,1.0
2,q00138,research,6,0.273967,0.478187,0.117063,0.740285,0.792382,0.876016,0.166667,0.666667
2,q00139,finance,2,0.458658,0.567599,0.613147,1.0,1.0,0.831555,0.5,1.0
2,q00140,procurement,10,0.170547,0.295704,0.069431,0.56311,0.711618,0.551785,0.1,0.5
2,q00141,finance,7,0.320789,0.444614,0.6646,0.79575,0.815726,0.96521,0.571429,0.714286
2,q00142,research,6,0.273967,0.478187,0.117063,0.740285,0.792382,0.876016,0.166667,0.666667
2,q00143,finance,8,0.317312,0.465256,0.452531,0.623317,0.636855,0.988803,0.375,0.5
2,q00144,procurement,5,0.20171,0.244061,0.0,0.0,0.0,0.0,0.0,0.0
2,q00145,security,7,0.300254,0.48465,0.326521,0.991121,0.858027,0.902087,0.428571,1.0
2,q00146,facilities,6,0.470549,0.541147,0.31339,0.610586,0.831377,0.793518,0.5,0.5
2,q00147,procurement,6,0.342239,0.422035,0.246762,0.870609,0.584616,0.698058,0.333333,0.833333
2,q00148,procurement,10,0.345767,0.55341,0.293456,0.722295,0.648932,0.791727,0.2,0.6
2,q00149,engineering,2,0.420636,0.454452,1.0,1.0,1.0,1.0,1.0,1.0
2,q00150,security,7,0.228703,0.444639,0.372789,0.908375,0.876706,0.893663,0.285714,0.857143
2,q00151,marketing,6,0.196448,0.339077,0.302602,0.681862,0.580995,0.44309,0.166667,0.666667
2,q00152,personnel,8,0.439533,0.561904,0.383912,0.822354,0.705769,0.811269,0.375,0.75
2,q00153,logistics,8,0.311118,0.370541,0.684798,0.47114,0.406376,0.308849,0.625,0.5
2,q00154,legal,6,0.497335,0.587073,0.684416,0.863659,0.806779,0.892211,0.833333,1.0
2,q00155,engineering,6,0.472494,0.52587,0.961701,1.0,1.0,1.0,1.0,1.0
2,q00156,procurement,5,0.393959,0.563321,0.722727,0.893442,0.612811,0.562069,0.6,1.0
2,q00157,security,7,0.282458,0.406562,0.079457,0.393612,0.476437,0.322632,0.142857,0.428571
2,q00158,logistics,5,0.359206,0.395556,0.312026,0.654809,0.441258,0.636747,0.4,0.6
2,q00159,personnel,8,0.439533,0.561904,0.383912,0.822354,0.705769,0.811269,0.375,0.75
2,q00160,facilities,7,0.387272,0.482752,0.617764,0.646266,0.846827,0.783582,0.571429,0.571429
2,q00161,finance,10,0.311683,0.439639,0.523174,0.784617,0.642187,0.852171,0.4,0.7
2,q00162,research,10,0.24471,0.28715,0.0,0.0,0.656303,0.0,0.0,0.0
2,q00163,security,9,0.325001,0.509539,0.117523,0.492951,0.510927,0.639052,0.111111,0.555556
2,q00164,legal,6,0.504457,0.606005,0.369231,0.832002,0.714939,0.745692,0.5,0.833333
2,q00165,finance,10,0.305099,0.44766,0.522496,0.772062,0.520618,0.756902,0.4,0.7
2,q00166,security,9,0.410186,0.569325,0.835921,0.997188,0.925851,0.918839,0.888889,1.0
2,q00167,personnel,9,0.385331,0.585995,0.500866,0.845519,0.855096,0.751198,0.333333,0.777778
2,q00168,security,3,0.308167,0.386199,0.469279,0.530721,0.234639,0.654615,0.333333,0.666667
2,q00169,marketing,3,0.250617,0.266848,0.0,0.234639,0.0,0.202107,0.0,0.333333
2,q00170,security,9,0.358842,0.543806,0.201248,0.492951,0.510927,0.730493,0.222222,0.555556
2,q00171,legal,6,0.53117,0.577079,0.40347,0.302602,0.393695,0.511259,0.333333,0.166667
2,q00172,engineering,3,0.543992,0.568198,0.967468,0.967468,0.946902,0.838547,1.0,1.0
2,q00173,marketing,5,0.400248,0.459997,0.684352,0.83042,0.83578,0.974743,0.6,0.8
2,q00174,research,4,0.283258,0.355256,0.0,0.39038,0.58557,0.168128,0.0,0.25
2,q00175,facilities,7,0.453722,0.538269,0.70842,0.657343,0.908375,0.858027,0.714286,0.714286
2,q00176,engineering,12,0.440665,0.471868,0.784982,0.936379,1.0,0.845426,0.583333,0.75
2,q00177,finance,2,0.458658,0.567599,0.613147,1.0,1.0,0.831555,0.5,1.0
2,q00178,procurement,10,0.401318,0.580596,0.305235,0.690648,0.642187,0.700773,0.2,0.6
2,q00179,security,10,0.318411,0.503831,0.327307,0.523251,0.4819,0.542818,0.3,0.5
2,q00180,security,7,0.448121,0.537775,0.85765,0.79575,0.802038,0.889919,0.857143,0.714286
2,q00181,procurement,10,0.4599,0.628323,0.281658,0.785916,0.770204,0.790951,0.3,0.7
2,q00182,procurement,5,0.305724,0.577865,0.0,0.956591,0.919261,0.981848,0.0,1.0
2,q00183,engineering,3,0.543992,0.568198,0.967468,0.967468,0.946902,0.838547,1.0,1.0
2,q00184,facilities,5,0.409948,0.515564,0.773193,1.0,0.960925,0.989606,0.8,1.0
2,q00185,security,7,0.419674,0.537436,0.869449,0.893663,0.810462,0.893208,0.857143,0.857143
2,q00186,finance,5,0.421272,0.499388,0.868795,0.906825,0.781651,1.0,0.8,1.0
2,q00187,facilities,8,0.423438,0.549875,0.902148,0.920205,0.835891,0.993322,0.875,0.875
2,q00188,facilities,6,0.54625,0.58422,1.0,1.0,0.993078,1.0,1.0,1.0
2,q00189,procurement,7,0.248204,0.307375,0.448304,0.669056,0.546784,0.610277,0.285714,0.714286
2,q00190,facilities,10,0.465917,0.578415,0.647336,0.683084,0.866948,0.936379,0.6,0.6
2,q00191,research,8,0.201605,0.333919,0.157431,0.629103,0.724797,0.626945,0.25,0.5
2,q00192,personnel,7,0.424985,0.51978,0.610154,0.709957,0.893208,0.79575,0.571429,0.857143
2,q00193,engineering,12,0.541236,0.626008,0.889954,1.0,1.0,1.0,0.75,0.833333
2,q00194,logistics,6,0.189184,0.263924,0.395455,0.650856,0.644824,0.960769,0.5,0.666667
2,q00195,marketing,8,0.200863,0.297782,0.108936,0.508225,0.745791,0.373031,0.125,0.5
2,q00196,facilities,8,0.319613,0.432228,0.643509,0.676302,0.64794,0.474012,0.625,0.625
2,q00197,marketing,8,0.352712,0.423663,0.564494,0.721169,0.745791,0.73804,0.5,0.625
2,q00198,marketing,6,0.13207,0.284866,0.398063,0.805847,0.432926,0.740285,0.333333,0.833333
2,q00199,procurement,3,0.146552,0.304741,0.0,0.650821,0.712263,0.838547,0.0,0.666667
3,q00000,procurement,6,0.43755,0.606723,0.453904,0.777323,0.732296,0.866241,0.333333,0.833333
3,q00001,finance,15,0.395564,0.435632,0.589428,1.0,0.936379,1.0,0.333333,0.666667
3,q00002,procurement,12,0.23912,0.30193,0.138862,0.582939,0.627409,0.678504,0.083333,0.5
3,q00003,personnel,14,0.410793,0.568556,0.432318,0.933746,0.930569,0.61683,0.214286,0.642857
3,q00004,logistics,9,0.386352,0.421947,0.457491,0.618874,0.451286,0.573009,0.333333,0.555556
3,q00005,legal,7,0.491956,0.621753,0.459503,0.696621,0.530697,0.690334,0.428571,0.857143
3,q00006,legal,9,0.430341,0.621536,0.174653,0.814218,0.591794,0.775043,0.222222,0.777778
3,q00007,legal,13,0.356423,0.492066,0.493679,0.728086,0.838957,0.870125,0.307692,0.538462
3,q00008,personnel,10,0.327668,0.461626,0.362887,0.416285,0.637152,0.611795,0.3,0.5
3,q00009,legal,7,0.483276,0.660987,0.539929,0.884784,0.802038,0.810462,0.428571,0.857143
3,q00010,legal,7,0.448693,0.597314,0.610277,0.893208,0.783704,0.810462,0.571429,0.857143
3,q00011,legal,12,0.503211,0.681344,0.637152,0.933746,0.933746,0.936379,0.416667,0.75
3,q00012,engineering,7,0.429268,0.566148,0.810462,0.908375,0.908375,0.908375,0.714286,0.857143
3,q00013,security,5,0.290058,0.56477,0.553146,1.0,0.722727,0.752848,0.4,1.0
3,q00014,marketing,6,0.282361,0.354429,0.281625,0.608004,0.493523,0.549989,0.333333,0.666667
3,q00015,procurement,4,0.285483,0.420739,0.0,0.820715,0.636682,0.76064,0.0,1.0
3,q00016,procurement,12,0.263827,0.407985,0.243552,0.784982,0.563788,0.852171,0.25,0.583333
3,q00017,engineering,13,0.391439,0.470625,0.870125,1.0,0.936379,1.0,0.615385,0.769231
3,q00018,marketing,13,0.268084,0.25353,0.138862,0.0,0.069431,0.135685,0.076923,0.0
3,q00019,security,4,0.364035,0.559336,0.871214,1.0,0.76064,0.847777,1.0,1.0
3,q00020,legal,11,0.422145,0.646589,0.422575,0.548154,0.701973,0.471036,0.272727,0.454545
3,q00021,engineering,11,0.419195,0.577454,0.671759,1.0,0.848238,1.0,0.545455,0.909091
3,q00022,procurement,9,0.23773,0.327831,0.0,0.63624,0.383343,0.524553,0.0,0.555556
3,q00023,facilities,16,0.330369,0.533329,0.866948,1.0,0.864315,1.0,0.5,0.625
3,q00024,logistics,8,0.386391,0.481838,0.543523,0.705246,0.590178,0.789561,0.5,0.625
3,q00025,procurement,9,0.311469,0.396002,0.0,0.713713,0.400122,0.314181,0.0,0.666667
3,q00026,finance,9,0.338738,0.490719,0.383343,0.842126,0.693022,0.855096,0.222222,0.777778
3,q00027,research,11,0.342023,0.648688,0.38317,0.914857,0.926636,0.852171,0.454545,0.818182
3,q00028,personnel,7,0.349437,0.538153,0.448304,0.844106,0.673023,0.561872,0.285714,0.857143
3,q00029,logistics,9,0.349246,0.447443,0.626768,0.693022,0.40703,0.776747,0.555556,0.555556
3,q00030,logistics,6,0.415666,0.57826,0.432926,0.517545,0.295627,0.610586,0.333333,0.833333
3,q00031,security,7,0.229463,0.438217,0.082746,0.724556,0.463959,0.759737,0.142857,0.714286
3,q00032,facilities,6,0.38676,0.561992,0.393695,0.63746,0.892211,0.848074,0.333333,0.666667
3,q00033,personnel,10,0.347124,0.585136,0.139618,0.745302,0.848238,0.58875,0.2,0.7
3,q00034,personnel,7,0.349437,0.538153,0.448304,0.844106,0.673023,0.561872,0.285714,0.857143
3,q00035,finance,9,0.373866,0.553508,0.309194,0.693022,0.776747,0.748386,0.222222,0.555556
3,q00036,marketing,8,0.240132,0.299467,0.412532,0.568145,0.485649,0.629103,0.25,0.5
3,q00037,engineering,10,0.422246,0.489072,0.933746,1.0,1.0,1.0,0.9,1.0
3,q00038,research,7,0.306157,0.622275,0.417203,0.770936,0.704125,0.546217,0.428571,0.714286
3,q00039,procurement,8,0.299082,0.354582,0.0,0.383912,0.618798,0.333584,0.0,0.375
3,q00040,marketing,6,0.242245,0.31282,0.268364,0.584227,0.775148,0.25909,0.333333,0.5
3,q00041,legal,11,0.422145,0.646589,0.422575,0.548154,0.701973,0.471036,0.272727,0.454545
3,q00042,finance,9,0.373866,0.553508,0.309194,0.693022,0.776747,0.748386,0.222222,0.555556
3,q00043,marketing,10,0.357241,0.438287,0.29849,0.680905,0.424926,0.469,0.2,0.6
3,q00044,security,8,0.379943,0.508511,0.785563,0.895051,0.720277,0.776229,0.75,0.875
3,q00045,facilities,11,0.44384,0.622215,0.69684,1.0,1.0,1.0,0.545455,0.909091
3,q00046,finance,10,0.235338,0.395206,0.359409,0.747159,0.56537,0.602808,0.4,0.7
3,q00047,personnel,6,0.3226,0.568116,0.246762,0.882937,0.745692,0.459285,0.333333,0.833333
3,q00048,personnel,10,0.272233,0.429462,0.158507,0.173667,0.444097,0.293456,0.2,0.2
3,q00049,research,10,0.220891,0.31881,0.0,0.383633,0.204834,0.305235,0.0,0.3
3,q00050,marketing,17,0.214659,0.292277,0.0,0.538431,0.422575,0.254698,0.0,0.235294
3,q00051,procurement,11,0.187209,0.35282,0.31488,0.793584,0.648932,0.56311,0.181818,0.636364
3,q00052,engineering,10,0.422246,0.489072,0.933746,1.0,1.0,1.0,0.9,1.0
3,q00053,security,6,0.277955,0.395744,0.307983,0.453904,0.302602,0.408851,0.333333,0.333333
3,q00054,finance,5,0.255875,0.387302,0.131205,0.205032,0.120811,0.824824,0.2,0.4
3,q00055,engineering,10,0.342032,0.486262,0.851236,1.0,1.0,1.0,0.8,1.0
3,q00056,procurement,11,0.176183,0.343383,0.195189,0.768227,0.690194,0.656982,0.181818,0.636364
3,q00057,finance,8,0.320982,0.453531,0.32606,0.745791,0.412532,0.721169,0.25,0.625
3,q00058,marketing,9,0.131399,0.284184,0.222446,0.461691,0.548419,0.249526,0.222222,0.333333
3,q00059,legal,12,0.56139,0.679113,0.418918,0.29026,0.466642,0.227938,0.416667,0.25
3,q00060,finance,10,0.235338,0.395206,0.359409,0.747159,0.56537,0.602808,0.4,0.7
3,q00061,security,11,0.311668,0.551305,0.286346,0.583618,0.544676,0.351068,0.181818,0.454545
3,q00062,engineering,10,0.471489,0.58413,0.933746,1.0,1.0,1.0,0.9,1.0
3,q00063,logistics,7,0.234006,0.404306,0.082746,0.763112,0.783704,0.326521,0.142857,0.714286
3,q00064,security,15,0.219245,0.510739,0.444097,0.851236,0.777872,0.8237,0.2,0.533333
3,q00065,marketing,10,0.292765,0.272108,0.315163,0.220092,0.722295,0.0,0.3,0.1
3,q00066,marketing,6,0.22088,0.310835,0.21793,0.623847,0.493523,0.584616,0.333333,0.5
3,q00067,personnel,10,0.256253,0.451661,0.158409,0.110046,0.358954,0.358954,0.2,0.1
3,q00068,finance,15,0.404001,0.490585,0.59586,0.926636,0.933746,0.836459,0.333333,0.6
3,q00069,research,10,0.237745,0.372166,0.0,0.598875,0.538886,0.598395,0.0,0.5
3,q00070,logistics,10,0.333012,0.449523,0.522496,0.936379,0.866948,0.921602,0.4,0.9
3,q00071,engineering,17,0.421099,0.498367,0.800694,1.0,0.936379,1.0,0.411765,0.588235
3,q00072,logistics,8,0.386391,0.481838,0.543523,0.705246,0.590178,0.789561,0.5,0.625
3,q00073,logistics,12,0.400393,0.547819,0.632541,0.693761,0.579783,0.623574,0.416667,0.5
3,q00074,legal,7,0.422596,0.520961,0.459503,0.893663,0.882464,1.0,0.428571,0.857143
3,q00075,procurement,10,0.328461,0.55409,0.353598,0.532141,0.242618,0.500973,0.4,0.4
3,q00076,legal,7,0.483276,0.660987,0.539929,0.884784,0.802038,0.810462,0.428571,0.857143
3,q00077,research,7,0.293015,0.459825,0.479126,0.669056,0.889919,0.518651,0.428571,0.714286
3,q00078,finance,9,0.168913,0.410541,0.083725,0.555327,0.579172,0.427202,0.111111,0.444444
3,q00079,finance,7,0.399492,0.485797,0.566687,0.810462,0.527761,0.810462,0.428571,0.714286
3,q00080,research,11,0.342023,0.648688,0.38317,0.914857,0.926636,0.852171,0.454545,0.818182
3,q00081,facilities,9,0.36823,0.570896,0.838316,0.997188,0.929244,0.997188,0.777778,1.0
3,q00082,legal,9,0.389684,0.475252,0.239225,0.834923,0.746274,0.776747,0.222222,0.777778
3,q00083,finance,7,0.399492,0.485797,0.566687,0.810462,0.527761,0.810462,0.428571,0.714286
3,q00084,engineering,9,0.374267,0.529695,0.759968,1.0,0.929244,1.0,0.666667,1.0
3,q00085,security,7,0.229463,0.438217,0.082746,0.724556,0.463959,0.759737,0.142857,0.714286
3,q00086,procurement,16,0.262009,0.555396,0.0,0.936379,0.848238,0.855348,0.0,0.5625
3,q00087,marketing,10,0.261929,0.296056,0.517363,0.444097,0.800694,0.220092,0.4,0.3
3,q00088,personnel,10,0.272233,0.429462,0.158507,0.173667,0.444097,0.293456,0.2,0.2
3,q00089,research,7,0.311719,0.623496,0.412314,0.570751,0.589685,0.381213,0.285714,0.571429
3,q00090,facilities,12,0.3921,0.528149,0.367459,0.445199,0.58875,0.642187,0.416667,0.416667
3,q00091,logistics,7,0.488161,0.549276,0.310866,0.444336,0.46067,0.417203,0.285714,0.428571
3,q00092,finance,7,0.237038,0.429577,0.261085,0.683655,0.354333,0.668488,0.428571,0.571429
3,q00093,finance,15,0.235594,0.367467,0.151762,1.0,0.857981,0.728086,0.133333,0.666667
3,q00094,facilities,11,0.387828,0.556236,0.791727,0.933746,0.781805,1.0,0.636364,0.818182
3,q00095,research,6,0.160114,0.305277,0.302602,0.79764,0.876016,0.696773,0.166667,0.833333
3,q00096,security,15,0.274358,0.395767,0.652088,0.431542,0.350313,0.513529,0.4,0.266667
3,q00097,logistics,12,0.400393,0.547819,0.632541,0.693761,0.579783,0.623574,0.416667,0.5
3,q00098,research,8,0.254395,0.492086,0.169895,0.906249,0.803098,0.578775,0.25,0.875
3,q00099,finance,9,0.325876,0.480887,0.352568,0.845519,0.670038,0.850896,0.222222,0.777778
3,q00100,engineering,19,0.459947,0.514139,1.0,1.0,0.921602,1.0,0.526316,0.526316
3,q00101,logistics,12,0.471807,0.606509,0.617764,0.936379,0.936379,0.936379,0.416667,0.75
3,q00102,legal,12,0.56139,0.679113,0.418918,0.29026,0.466642,0.227938,0.416667,0.25
3,q00103,procurement,4,0.256345,0.341006,0.130127,0.759834,0.636682,0.73659,0.25,0.75
3,q00104,legal,11,0.41016,0.595426,0.31488,0.346853,0.513508,0.261808,0.181818,0.363636
3,q00105,legal,7,0.422596,0.520961,0.459503,0.893663,0.882464,1.0,0.428571,0.857143
3,q00106,facilities,13,0.413534,0.516705,0.796761,1.0,0.936379,1.0,0.538462,0.769231
3,q00107,security,7,0.229463,0.438217,0.082746,0.724556,0.463959,0.759737,0.142857,0.714286
3,q00108,legal,9,0.348467,0.423201,0.352568,0.746999,0.685819,0.818418,0.222222,0.666667
3,q00109,procurement,8,0.324512,0.354406,0.0,0.0,0.343043,0.0,0.0,0.0
3,q00110,finance,15,0.235594,0.367467,0.151762,1.0,0.857981,0.728086,0.133333,0.666667
3,q00111,security,5,0.295287,0.580538,0.50874,1.0,0.722727,0.77562,0.4,1.0
3,q00112,research,6,0.160114,0.305277,0.302602,0.79764,0.876016,0.696773,0.166667,0.833333
3,q00113,security,10,0.314328,0.425365,0.147829,0.561713,0.286692,0.435456,0.2,0.6
3,q00114,logistics,10,0.252564,0.350353,0.383633,0.627507,0.705808,0.703407,0.3,0.5
3,q00115,security,8,0.299486,0.432865,0.323698,0.859572,0.812048,0.63447,0.375,0.875
3,q00116,engineering,12,0.471348,0.56476,0.769526,1.0,0.930569,0.864315,0.583333,0.833333
3,q00117,security,8,0.274409,0.480439,0.508225,0.714491,0.915686,0.822354,0.5,0.75
3,q00118,legal,9,0.473161,0.590121,0.484571,0.532447,0.537823,0.344169,0.333333,0.444444
3,q00119,engineering,10,0.342032,0.486262,0.851236,1.0,1.0,1.0,0.8,1.0
3,q00120,legal,7,0.361255,0.449664,0.180659,0.36251,0.310866,0.496436,0.285714,0.428571
3,q00121,research,10,0.234729,0.43527,0.305235,0.227162,0.220829,0.18341,0.2,0.3
3,q00122,engineering,13,0.467464,0.625776,0.933746,1.0,1.0,1.0,0.692308,0.769231
3,q00123,procurement,10,0.316957,0.523165,0.261443,0.586795,0.274265,0.538431,0.3,0.5
3,q00124,research,12,0.216384,0.488871,0.290625,0.78855,0.866948,0.81659,0.25,0.583333
3,q00125,research,6,0.219193,0.349357,0.151301,0.540715,0.862755,0.528387,0.166667,0.5
3,q00126,security,7,0.297377,0.467864,0.448304,0.882464,0.764081,0.688567,0.285714,0.857143
3,q00127,logistics,6,0.415666,0.57826,0.432926,0.517545,0.295627,0.610586,0.333333,0.833333
3,q00128,finance,7,0.289087,0.474475,0.304177,0.981544,0.79575,0.881495,0.428571,1.0
3,q00129,finance,7,0.298378,0.502848,0.137438,0.683655,0.445959,0.774825,0.142857,0.571429
3,q00130,logistics,8,0.229341,0.396063,0.0,0.882893,0.539003,0.858158,0.0,0.875
3,q00131,engineering,19,0.492984,0.632505,1.0,1.0,1.0,1.0,0.526316,0.526316
3,q00132,marketing,17,0.128104,0.266591,0.374666,0.770204,0.562193,0.327307,0.176471,0.411765
3,q00133,logistics,7,0.234006,0.404306,0.082746,0.763112,0.783704,0.326521,0.142857,0.714286
3,q00134,engineering,9,0.404953,0.476823,0.56292,0.929244,0.90587,0.977015,0.444444,0.888889
3,q00135,logistics,9,0.386352,0.421947,0.457491,0.618874,0.451286,0.573009,0.333333,0.555556
3,q00136,research,11,0.322855,0.636615,0.431996,0.77216,0.72733,0.72733,0.454545,0.636364
3,q00137,procurement,9,0.191832,0.335779,0.067943,0.568809,0.500866,0.746999,0.111111,0.444444
3,q00138,research,6,0.266368,0.426561,0.130324,0.706046,0.870609,0.644824,0.166667,0.666667
3,q00139,legal,12,0.485255,0.625153,0.617284,0.870125,0.864315,0.936379,0.416667,0.666667
3,q00140,marketing,10,0.253467,0.279856,0.358954,0.397192,0.712552,0.066254,0.2,0.4
3,q00141,personnel,14,0.425707,0.646344,0.527106,1.0,0.870125,0.718363,0.285714,0.714286
3,q00142,security,11,0.162072,0.401683,0.073364,0.347629,0.359409,0.237584,0.090909,0.363636
3,q00143,research,12,0.271798,0.580932,0.567227,0.756448,0.848238,0.648932,0.416667,0.583333
3,q00144,procurement,16,0.262922,0.552638,0.094788,1.0,0.936379,1.0,0.0625,0.625
3,q00145,personnel,6,0.402973,0.582262,0.342222,1.0,0.965137,0.95808,0.333333,1.0
3,q00146,logistics,8,0.13854,0.261318,0.169895,0.745791,0.539003,0.608469,0.25,0.625
3,q00147,research,10,0.220891,0.31881,0.0,0.383633,0.204834,0.305235,0.0,0.3
3,q00148,facilities,6,0.258207,0.527347,0.501484,0.983303,0.961701,0.937238,0.5,1.0
3,q00149,legal,12,0.56139,0.679113,0.418918,0.29026,0.466642,0.227938,0.416667,0.25
3,q00150,marketing,6,0.276946,0.360894,0.195261,0.528387,0.493523,0.493523,0.333333,0.5
3,q00151,logistics,13,0.372564,0.526051,0.554143,0.674936,0.451865,0.864315,0.307692,0.461538
3,q00152,security,16,0.347107,0.502314,0.469454,0.933746,0.921602,0.702631,0.25,0.5625
3,q00153,logistics,10,0.252564,0.350353,0.383633,0.627507,0.705808,0.703407,0.3,0.5
3,q00154,legal,13,0.387954,0.586176,0.248908,0.751092,0.820069,0.796761,0.153846,0.615385
3,q00155,legal,13,0.356423,0.492066,0.493679,0.728086,0.838957,0.870125,0.307692,0.538462
3,q00156,procurement,12,0.263827,0.407985,0.243552,0.784982,0.563788,0.852171,0.25,0.583333
3,q00157,research,7,0.306157,0.622275,0.417203,0.770936,0.704125,0.546217,0.428571,0.714286
3,q00158,marketing,9,0.247421,0.295707,0.117523,0.148297,0.675518,0.0,0.111111,0.111111
3,q00159,logistics,13,0.372564,0.526051,0.554143,0.674936,0.451865,0.864315,0.307692,0.461538
3,q00160,logistics,12,0.420671,0.590685,0.58875,0.933746,0.866948,0.72733,0.416667,0.75
