query_id,top_k_alpha_ndcg,top_k_s_recall,top_k_ndcg10,top_k_recall10,top_k_ild,top_k_distractor_rate,mmr_0.7_alpha_ndcg,mmr_0.7_s_recall,mmr_0.7_ndcg10,mmr_0.7_recall10,mmr_0.7_ild,mmr_0.7_distractor_rate,mmr_0.3_alpha_ndcg,mmr_0.3_s_recall,mmr_0.3_ndcg10,mmr_0.3_recall10,mmr_0.3_ild,mmr_0.3_distractor_rate,dpp_alpha_ndcg,dpp_s_recall,dpp_ndcg10,dpp_recall10,dpp_ild,dpp_distractor_rate,cluster_rr_alpha_ndcg,cluster_rr_s_recall,cluster_rr_ndcg10,cluster_rr_recall10,cluster_rr_ild,cluster_rr_distractor_rate,outlier_0.2_alpha_ndcg,outlier_0.2_s_recall,outlier_0.2_ndcg10,outlier_0.2_recall10,outlier_0.2_ild,outlier_0.2_distractor_rate,outlier_0.4_alpha_ndcg,outlier_0.4_s_recall,outlier_0.4_ndcg10,outlier_0.4_recall10,outlier_0.4_ild,outlier_0.4_distractor_rate
q0066,0.824004,0.666667,1.0,0.166667,0.276798,0.0,0.896545,0.833333,0.936379,0.15,0.409686,0.1,0.896001,0.833333,0.930569,0.15,0.461441,0.1,0.892962,0.833333,0.926636,0.15,0.468403,0.1,0.80039,0.666667,0.933746,0.15,0.381984,0.1,0.907638,0.833333,1.0,0.166667,0.359417,0.0,0.9311,0.833333,1.0,0.166667,0.417969,0.0
q0067,0.715876,0.75,0.889954,0.15,0.202428,0.1,0.61628,0.75,0.861138,0.15,0.260501,0.1,0.76086,0.75,0.921602,0.15,0.323577,0.1,0.829083,0.75,0.921602,0.15,0.368564,0.1,0.63669,0.5,0.914857,0.15,0.245061,0.1,0.716881,1.0,0.889954,0.15,0.262654,0.1,0.665245,0.75,0.889954,0.15,0.295436,0.1
q0068,0.722891,0.8,1.0,0.166667,0.23461,0.0,0.604431,0.4,1.0,0.166667,0.262094,0.0,0.896497,1.0,1.0,0.166667,0.336354,0.0,0.916943,1.0,1.0,0.166667,0.344074,0.0,0.774323,1.0,1.0,0.166667,0.234155,0.0,0.700797,0.6,1.0,0.166667,0.266986,0.0,0.772781,0.8,1.0,0.166667,0.297904,0.0
q0069,0.855594,1.0,0.905212,0.15,0.235702,0.1,0.912841,1.0,0.905212,0.15,0.235702,0.1,0.943194,1.0,0.914857,0.15,0.307468,0.1,0.964418,1.0,0.914857,0.15,0.340963,0.1,0.827702,1.0,0.889954,0.15,0.297402,0.1,0.818453,1.0,0.905212,0.15,0.225066,0.1,0.825164,1.0,0.905212,0.15,0.239794,0.1
q0070,0.476886,0.333333,1.0,0.166667,0.210588,0.0,0.566102,0.333333,1.0,0.166667,0.246506,0.0,0.8209,0.666667,1.0,0.166667,0.329735,0.0,0.87965,0.833333,1.0,0.166667,0.35022,0.0,0.655842,0.666667,1.0,0.166667,0.277876,0.0,0.626375,0.666667,1.0,0.166667,0.28311,0.0,0.70551,0.833333,1.0,0.166667,0.308802,0.0
q0071,0.570008,0.4,1.0,0.166667,0.216093,0.0,0.653448,0.6,1.0,0.166667,0.235775,0.0,0.771713,0.6,1.0,0.166667,0.307721,0.0,0.826068,0.8,1.0,0.166667,0.313697,0.0,0.624711,0.4,1.0,0.166667,0.234408,0.0,0.667801,0.6,1.0,0.166667,0.187124,0.0,0.684861,0.6,1.0,0.166667,0.23477,0.0
q0072,0.702772,0.6,1.0,0.166667,0.183818,0.0,0.879133,0.8,1.0,0.166667,0.268181,0.0,0.894345,0.8,1.0,0.166667,0.283949,0.0,0.969679,1.0,1.0,0.166667,0.282723,0.0,0.814626,0.8,1.0,0.166667,0.229069,0.0,0.702772,0.6,1.0,0.166667,0.218741,0.0,0.808618,0.8,1.0,0.166667,0.257803,0.0
q0073,0.500398,0.6,0.779908,0.15,0.266005,0.1,0.556083,0.8,0.779908,0.15,0.304315,0.1,0.548391,0.6,0.669862,0.133333,0.383496,0.2,0.595038,0.8,0.669862,0.133333,0.380086,0.2,0.54976,0.6,0.779908,0.15,0.27982,0.1,0.654207,1.0,0.779908,0.15,0.293014,0.1,0.712963,1.0,0.779908,0.15,0.310386,0.1
q0074,0.69932,0.5,0.921602,0.15,0.304045,0.1,0.671943,0.5,0.930569,0.15,0.308901,0.1,0.872553,0.833333,1.0,0.166667,0.330168,0.0,0.675199,0.5,0.905212,0.15,0.358647,0.1,0.648239,0.5,1.0,0.166667,0.294291,0.0,0.771047,0.666667,0.921602,0.15,0.320101,0.1,0.804469,0.666667,0.921602,0.15,0.305409,0.1
q0075,0.691523,0.666667,1.0,0.166667,0.281953,0.0,0.619456,0.5,1.0,0.166667,0.281413,0.0,0.820376,0.666667,1.0,0.166667,0.345572,0.0,0.922085,1.0,1.0,0.166667,0.350825,0.0,0.678863,0.666667,1.0,0.166667,0.282657,0.0,0.691523,0.666667,1.0,0.166667,0.275417,0.0,0.808842,0.833333,1.0,0.166667,0.300043,0.0
q0076,0.651725,0.5,1.0,0.166667,0.277319,0.0,0.716936,0.5,1.0,0.166667,0.314642,0.0,0.80841,0.666667,1.0,0.166667,0.326092,0.0,0.934582,1.0,0.914857,0.15,0.356508,0.1,0.662546,0.5,1.0,0.166667,0.290657,0.0,0.68893,0.666667,0.936379,0.15,0.307243,0.1,0.721725,0.666667,0.930569,0.15,0.335124,0.1
q0077,0.830099,1.0,1.0,0.166667,0.173421,0.0,0.634923,0.6,0.926636,0.15,0.265046,0.1,0.723843,0.6,0.914857,0.15,0.332079,0.1,0.854523,1.0,0.914857,0.15,0.327545,0.1,0.728876,0.6,1.0,0.166667,0.25517,0.0,0.753747,0.8,1.0,0.166667,0.209476,0.0,0.753907,0.8,1.0,0.166667,0.252763,0.0
q0078,0.945461,1.0,1.0,0.166667,0.19411,0.0,0.931512,1.0,1.0,0.166667,0.21479,0.0,0.877715,0.8,1.0,0.166667,0.261131,0.0,0.926671,1.0,1.0,0.166667,0.282346,0.0,0.923182,1.0,1.0,0.166667,0.200292,0.0,0.915326,1.0,1.0,0.166667,0.180446,0.0,0.908568,1.0,1.0,0.166667,0.198761,0.0
q0079,0.773463,0.8,1.0,0.166667,0.242819,0.0,0.771081,0.8,1.0,0.166667,0.253301,0.0,0.640685,0.4,1.0,0.166667,0.315595,0.0,0.704733,0.6,0.930569,0.15,0.330306,0.1,0.711859,0.6,1.0,0.166667,0.256566,0.0,0.705943,0.6,1.0,0.166667,0.260504,0.0,0.813027,0.8,1.0,0.166667,0.253176,0.0
q0080,0.806032,0.666667,0.914857,0.15,0.186324,0.1,0.875403,0.833333,0.926636,0.15,0.223073,0.1,0.997085,1.0,1.0,0.166667,0.301222,0.0,0.972267,1.0,1.0,0.166667,0.309904,0.0,0.861261,0.833333,0.926636,0.15,0.223073,0.1,0.82521,0.666667,0.914857,0.15,0.217861,0.1,0.794761,0.666667,0.914857,0.15,0.258589,0.1
q0081,0.802609,0.666667,0.914857,0.15,0.217802,0.1,0.912352,0.833333,0.933746,0.15,0.259564,0.1,0.9409,1.0,1.0,0.166667,0.298674,0.0,0.9251,0.833333,1.0,0.166667,0.317774,0.0,0.915333,0.833333,1.0,0.166667,0.236758,0.0,0.783431,0.666667,0.914857,0.15,0.242174,0.1,0.840966,0.833333,0.914857,0.15,0.278434,0.1
q0082,0.570775,0.6,0.921602,0.15,0.256123,0.1,0.683428,0.6,0.914857,0.15,0.287615,0.1,0.797703,0.8,0.926636,0.15,0.361087,0.1,0.908522,1.0,1.0,0.166667,0.384402,0.0,0.487249,0.4,0.921602,0.15,0.25775,0.1,0.570775,0.6,0.921602,0.15,0.262154,0.1,0.609699,0.6,0.921602,0.15,0.271237,0.1
q0083,0.521798,0.4,0.889954,0.15,0.186842,0.1,0.578106,0.4,0.905212,0.15,0.186842,0.1,0.800757,0.8,0.926636,0.15,0.259728,0.1,0.978947,1.0,1.0,0.166667,0.282643,0.0,0.616017,0.6,0.861138,0.15,0.212295,0.1,0.560381,0.6,0.889954,0.15,0.183385,0.1,0.690899,0.8,0.889954,0.15,0.192955,0.1
q0084,0.694367,0.666667,0.889954,0.15,0.220422,0.1,0.734171,0.666667,0.861138,0.15,0.270639,0.1,0.936197,0.833333,1.0,0.166667,0.319797,0.0,0.871686,0.833333,0.936379,0.15,0.338434,0.1,0.734338,0.666667,0.861138,0.15,0.235977,0.1,0.689763,0.666667,0.826333,0.133333,0.291865,0.2,0.659642,0.5,0.820523,0.133333,0.310423,0.2
q0085,0.680733,0.5,1.0,0.166667,0.269819,0.0,0.638133,0.5,1.0,0.166667,0.283729,0.0,0.713121,0.666667,1.0,0.166667,0.307507,0.0,0.725415,0.666667,1.0,0.166667,0.333312,0.0,0.610878,0.333333,1.0,0.166667,0.272083,0.0,0.749793,0.666667,1.0,0.166667,0.263723,0.0,0.85763,0.833333,1.0,0.166667,0.272621,0.0
q0086,0.68751,0.75,0.930569,0.15,0.134637,0.1,0.74074,0.75,0.930569,0.15,0.141481,0.1,0.878449,1.0,0.926636,0.15,0.211145,0.1,0.898871,1.0,0.921602,0.15,0.237548,0.1,0.656856,0.75,0.861138,0.15,0.133147,0.1,0.814273,1.0,0.930569,0.15,0.173794,0.1,0.862716,1.0,1.0,0.166667,0.193832,0.0
q0087,0.451981,0.25,1.0,0.166667,0.324348,0.0,0.451815,0.25,0.936379,0.15,0.345392,0.1,0.735836,0.75,1.0,0.166667,0.395657,0.0,0.812934,1.0,0.926636,0.15,0.402273,0.1,0.610423,0.5,1.0,0.166667,0.353682,0.0,0.624769,0.75,1.0,0.166667,0.349601,0.0,0.729489,1.0,1.0,0.166667,0.34471,0.0
q0088,0.665986,0.666667,1.0,0.166667,0.21491,0.0,0.605959,0.5,1.0,0.166667,0.237318,0.0,0.895408,0.833333,1.0,0.166667,0.379776,0.0,0.914303,1.0,0.936379,0.15,0.381051,0.1,0.722086,0.833333,1.0,0.166667,0.221677,0.0,0.666312,0.5,1.0,0.166667,0.201986,0.0,0.744486,0.666667,1.0,0.166667,0.235485,0.0
q0089,0.553017,0.5,1.0,0.166667,0.277086,0.0,0.649177,0.75,1.0,0.166667,0.331575,0.0,0.815275,1.0,1.0,0.166667,0.385776,0.0,0.932593,1.0,1.0,0.166667,0.416384,0.0,0.569273,0.5,1.0,0.166667,0.283517,0.0,0.639583,0.75,1.0,0.166667,0.306266,0.0,0.788881,1.0,1.0,0.166667,0.326064,0.0
q0090,0.691624,0.6,1.0,0.166667,0.212506,0.0,0.687785,0.6,1.0,0.166667,0.225339,0.0,0.86499,0.8,1.0,0.166667,0.285629,0.0,0.967716,1.0,1.0,0.166667,0.294809,0.0,0.640445,0.4,1.0,0.166667,0.201369,0.0,0.761939,0.8,1.0,0.166667,0.216328,0.0,0.867447,1.0,1.0,0.166667,0.226134,0.0
q0091,0.89347,1.0,1.0,0.166667,0.277864,0.0,0.941668,1.0,1.0,0.166667,0.277864,0.0,0.888799,1.0,1.0,0.166667,0.335719,0.0,0.982917,1.0,1.0,0.166667,0.318933,0.0,0.853476,0.8,1.0,0.166667,0.294258,0.0,0.81311,0.8,0.933746,0.15,0.27405,0.1,0.878174,1.0,0.926636,0.15,0.30672,0.1
q0092,0.644612,0.5,0.936379,0.15,0.230902,0.1,0.641578,0.666667,0.889954,0.15,0.280202,0.1,0.913114,0.833333,1.0,0.166667,0.378682,0.0,0.803193,0.666667,0.889954,0.15,0.36384,0.1,0.68567,0.666667,1.0,0.166667,0.296735,0.0,0.681443,0.5,1.0,0.166667,0.27308,0.0,0.700191,0.5,1.0,0.166667,0.313643,0.0
q0093,0.770764,0.75,1.0,0.166667,0.23156,0.0,0.835562,0.75,0.914857,0.15,0.27084,0.1,0.932939,1.0,0.926636,0.15,0.296699,0.1,0.948302,1.0,0.933746,0.15,0.296503,0.1,0.751019,0.75,0.933746,0.15,0.240231,0.1,0.876304,1.0,1.0,0.166667,0.256588,0.0,0.924517,1.0,1.0,0.166667,0.271488,0.0
q0094,0.669198,0.666667,0.933746,0.15,0.089186,0.1,0.826862,0.833333,1.0,0.166667,0.177604,0.0,0.888352,0.833333,0.933746,0.15,0.297763,0.1,0.905164,0.833333,1.0,0.166667,0.281667,0.0,0.940795,1.0,1.0,0.166667,0.263801,0.0,0.745911,0.833333,1.0,0.166667,0.205967,0.0,0.748602,0.666667,1.0,0.166667,0.232815,0.0
q0095,0.556332,0.5,0.936379,0.15,0.285989,0.1,0.678863,0.666667,1.0,0.166667,0.293542,0.0,0.922217,1.0,1.0,0.166667,0.335162,0.0,0.893345,0.833333,1.0,0.166667,0.335346,0.0,0.588019,0.5,1.0,0.166667,0.284922,0.0,0.667154,0.666667,1.0,0.166667,0.286603,0.0,0.668678,0.666667,1.0,0.166667,0.314768,0.0
q0096,0.857855,0.8,1.0,0.166667,0.241361,0.0,0.799849,0.8,1.0,0.166667,0.327631,0.0,0.845546,0.8,0.914857,0.15,0.363338,0.1,0.857348,0.8,0.914857,0.15,0.373179,0.1,0.869316,0.8,1.0,0.166667,0.255362,0.0,0.896438,1.0,1.0,0.166667,0.270119,0.0,0.894747,1.0,0.936379,0.15,0.309641,0.1
q0097,0.724348,0.833333,0.889954,0.15,0.293666,0.1,0.653259,0.666667,0.861138,0.15,0.317011,0.1,0.542671,0.5,0.782739,0.133333,0.370308,0.2,0.663001,0.666667,0.861138,0.15,0.380347,0.1,0.745784,0.833333,0.889954,0.15,0.293666,0.1,0.793407,1.0,0.889954,0.15,0.310356,0.1,0.77413,0.833333,0.889954,0.15,0.328166,0.1
q0098,0.850437,1.0,0.930569,0.15,0.264578,0.1,0.849404,1.0,0.921602,0.15,0.264578,0.1,0.849853,0.8,0.914857,0.15,0.299094,0.1,0.940481,1.0,1.0,0.166667,0.327813,0.0,0.85207,1.0,0.921602,0.15,0.272906,0.1,0.852833,1.0,0.930569,0.15,0.28908,0.1,0.82406,0.8,1.0,0.166667,0.284176,0.0
q0099,0.451981,0.25,1.0,0.166667,0.225205,0.0,0.539877,0.5,0.936379,0.15,0.270359,0.1,0.774936,0.75,1.0,0.166667,0.311267,0.0,0.791421,0.75,1.0,0.166667,0.335072,0.0,0.536038,0.5,0.921602,0.15,0.254686,0.1,0.624769,0.75,1.0,0.166667,0.280379,0.0,0.705183,0.75,1.0,0.166667,0.273263,0.0
q0100,0.671943,0.75,0.914857,0.15,0.24018,0.1,0.832673,1.0,0.889954,0.15,0.262311,0.1,0.89321,1.0,0.905212,0.15,0.296196,0.1,0.891693,1.0,0.866948,0.133333,0.273551,0.2,0.742114,0.75,0.914857,0.15,0.258044,0.1,0.671943,0.75,0.914857,0.15,0.282792,0.1,0.699231,0.75,0.914857,0.15,0.284526,0.1
q0101,0.632764,0.4,1.0,0.166667,0.200366,0.0,0.65251,0.4,1.0,0.166667,0.213849,0.0,0.825245,0.8,1.0,0.166667,0.326959,0.0,0.764127,0.6,1.0,0.166667,0.350327,0.0,0.647602,0.4,1.0,0.166667,0.257654,0.0,0.711839,0.6,1.0,0.166667,0.271895,0.0,0.791681,0.8,1.0,0.166667,0.285789,0.0
q0102,0.773122,0.6,1.0,0.166667,0.288076,0.0,0.859358,0.8,1.0,0.166667,0.313064,0.0,0.895677,0.8,1.0,0.166667,0.330194,0.0,0.892464,0.8,1.0,0.166667,0.35864,0.0,0.756943,0.6,1.0,0.166667,0.292251,0.0,0.841971,0.8,1.0,0.166667,0.331297,0.0,0.843249,0.8,1.0,0.166667,0.338275,0.0
q0103,0.75436,0.8,1.0,0.166667,0.22058,0.0,0.673019,0.6,1.0,0.166667,0.227498,0.0,0.949793,1.0,1.0,0.166667,0.310166,0.0,0.945864,1.0,1.0,0.166667,0.329481,0.0,0.62853,0.4,1.0,0.166667,0.256735,0.0,0.75436,0.8,1.0,0.166667,0.278473,0.0,0.782379,0.8,1.0,0.166667,0.232273,0.0
q0104,0.488445,0.4,0.905212,0.15,0.310677,0.1,0.536724,0.4,0.926636,0.15,0.3053,0.1,0.885339,1.0,0.933746,0.15,0.372861,0.1,0.959655,1.0,1.0,0.166667,0.472203,0.0,0.674569,0.6,0.914857,0.15,0.350625,0.1,0.565008,0.6,0.905212,0.15,0.34454,0.1,0.695526,0.8,0.905212,0.15,0.34797,0.1
q0105,0.806892,0.8,1.0,0.166667,0.254143,0.0,0.759905,0.8,1.0,0.166667,0.272322,0.0,0.7871,1.0,1.0,0.166667,0.316596,0.0,0.795827,0.8,0.933746,0.15,0.326863,0.1,0.784194,0.8,1.0,0.166667,0.254143,0.0,0.806892,0.8,1.0,0.166667,0.265287,0.0,0.917284,1.0,1.0,0.166667,0.301226,0.0
q0106,0.489854,0.333333,1.0,0.166667,0.179974,0.0,0.489854,0.333333,1.0,0.166667,0.179974,0.0,0.787438,0.833333,0.861138,0.15,0.316755,0.1,0.820801,0.833333,0.861138,0.15,0.338242,0.1,0.68057,0.666667,0.889954,0.15,0.25661,0.1,0.602512,0.5,1.0,0.166667,0.187284,0.0,0.666207,0.5,1.0,0.166667,0.212998,0.0
q0107,0.735774,0.8,1.0,0.166667,0.221479,0.0,0.79276,0.8,1.0,0.166667,0.249633,0.0,0.71779,0.6,1.0,0.166667,0.267931,0.0,0.783103,0.8,1.0,0.166667,0.281883,0.0,0.791738,0.8,1.0,0.166667,0.203075,0.0,0.773151,0.8,1.0,0.166667,0.232077,0.0,0.855868,0.8,1.0,0.166667,0.246551,0.0
q0108,0.554736,0.4,1.0,0.166667,0.273758,0.0,0.52338,0.4,1.0,0.166667,0.273758,0.0,0.831143,0.8,1.0,0.166667,0.304462,0.0,0.951661,1.0,1.0,0.166667,0.357746,0.0,0.69726,0.8,1.0,0.166667,0.261833,0.0,0.613278,0.4,1.0,0.166667,0.278353,0.0,0.705261,0.6,1.0,0.166667,0.269304,0.0
q0109,0.735414,0.5,1.0,0.166667,0.212408,0.0,0.723668,0.5,1.0,0.166667,0.2472,0.0,0.779639,0.666667,1.0,0.166667,0.307885,0.0,0.934621,1.0,1.0,0.166667,0.356672,0.0,0.740358,0.5,1.0,0.166667,0.273956,0.0,0.740018,0.5,1.0,0.166667,0.264705,0.0,0.807601,0.666667,1.0,0.166667,0.297676,0.0
q0110,0.567842,0.5,0.779908,0.15,0.273747,0.1,0.558617,0.5,0.779908,0.15,0.29472,0.1,0.631128,0.75,0.779908,0.15,0.343998,0.1,0.591492,0.75,0.779908,0.15,0.350445,0.1,0.553963,0.5,0.779908,0.15,0.329409,0.1,0.653355,0.75,0.779908,0.15,0.309366,0.1,0.633008,0.75,0.779908,0.15,0.349465,0.1
q0111,0.611607,0.333333,1.0,0.166667,0.271838,0.0,0.56437,0.333333,1.0,0.166667,0.327264,0.0,0.771479,0.833333,1.0,0.166667,0.349404,0.0,0.837751,0.833333,1.0,0.166667,0.35238,0.0,0.678417,0.5,1.0,0.166667,0.302489,0.0,0.715753,0.5,1.0,0.166667,0.263499,0.0,0.735068,0.5,1.0,0.166667,0.208873,0.0
q0112,0.645998,0.4,1.0,0.166667,0.279005,0.0,0.646251,0.4,1.0,0.166667,0.314567,0.0,0.841545,0.8,1.0,0.166667,0.332951,0.0,0.920189,1.0,1.0,0.166667,0.377325,0.0,0.66419,0.4,1.0,0.166667,0.296886,0.0,0.723817,0.6,1.0,0.166667,0.282273,0.0,0.722956,0.6,1.0,0.166667,0.300633,0.0
q0113,0.76265,0.666667,1.0,0.166667,0.329697,0.0,0.700388,0.5,1.0,0.166667,0.383681,0.0,0.715183,0.5,1.0,0.166667,0.414501,0.0,0.878438,0.833333,1.0,0.166667,0.462386,0.0,0.679647,0.5,1.0,0.166667,0.349166,0.0,0.898834,1.0,1.0,0.166667,0.360189,0.0,0.85973,0.833333,1.0,0.166667,0.378986,0.0
q0114,0.642216,0.5,1.0,0.166667,0.305378,0.0,0.731227,0.666667,1.0,0.166667,0.310525,0.0,0.845383,0.833333,0.921602,0.15,0.391364,0.1,0.955251,1.0,1.0,0.166667,0.449474,0.0,0.729326,0.666667,1.0,0.166667,0.329388,0.0,0.585443,0.333333,1.0,0.166667,0.36222,0.0,0.737707,0.666667,1.0,0.166667,0.380616,0.0
q0115,0.770806,0.75,1.0,0.166667,0.250196,0.0,0.79327,0.75,1.0,0.166667,0.262883,0.0,0.822905,0.75,1.0,0.166667,0.284928,0.0,0.782015,0.75,1.0,0.166667,0.302588,0.0,0.85111,0.75,1.0,0.166667,0.258491,0.0,0.814258,1.0,1.0,0.166667,0.266514,0.0,0.783022,1.0,1.0,0.166667,0.290728,0.0
q0116,0.787719,0.5,1.0,0.166667,0.283286,0.0,0.802341,0.5,1.0,0.166667,0.331699,0.0,0.811993,0.5,1.0,0.166667,0.316147,0.0,0.925707,0.666667,1.0,0.166667,0.376616,0.0,0.690235,0.333333,1.0,0.166667,0.331529,0.0,0.867306,0.666667,1.0,0.166667,0.31354,0.0,0.926155,0.666667,1.0,0.166667,0.324732,0.0
q0117,0.955741,1.0,1.0,0.166667,0.293662,0.0,0.95848,1.0,1.0,0.166667,0.293662,0.0,0.983385,1.0,1.0,0.166667,0.274121,0.0,0.983385,1.0,1.0,0.166667,0.288716,0.0,0.918962,1.0,1.0,0.166667,0.263275,0.0,0.987575,1.0,1.0,0.166667,0.258367,0.0,0.967412,1.0,1.0,0.166667,0.239225,0.0
q0118,0.94154,0.5,1.0,0.166667,0.238534,0.0,0.946119,0.5,1.0,0.166667,0.272409,0.0,0.989079,0.5,1.0,0.166667,0.376932,0.0,0.985692,0.5,1.0,0.166667,0.358133,0.0,0.968583,0.5,1.0,0.166667,0.252428,0.0,0.945303,0.5,1.0,0.166667,0.242862,0.0,0.940696,0.5,1.0,0.166667,0.246847,0.0
q0119,0.636076,0.4,1.0,0.166667,0.16293,0.0,0.63727,0.4,1.0,0.166667,0.278335,0.0,0.821739,0.8,1.0,0.166667,0.316163,0.0,0.930817,1.0,1.0,0.166667,0.311222,0.0,0.636376,0.4,1.0,0.166667,0.221101,0.0,0.706691,0.6,1.0,0.166667,0.187733,0.0,0.810494,0.8,1.0,0.166667,0.248972,0.0
