k,query_id,aspect,n_relevant,sim_pooled,sim_maxcard,ndcg10_pooled,ndcg10_maxcard,recall10_pooled,recall10_maxcard
2,q00146,facilities,6,0.447102,0.523516,0.130324,0.398688,0.166667,0.5
2,q00147,procurement,6,0.323904,0.414148,0.151301,0.437683,0.166667,0.5
2,q00148,procurement,10,0.430813,0.615204,0.567043,0.711618,0.5,0.6
2,q00149,engineering,2,0.366452,0.434941,0.386853,0.613147,0.5,0.5
2,q00150,security,7,0.319436,0.456595,0.417203,0.585742,0.428571,0.428571
2,q00151,marketing,6,0.203898,0.355428,0.302602,0.446268,0.166667,0.666667
2,q00152,personnel,8,0.416562,0.534443,0.079795,0.446193,0.125,0.375
2,q00153,logistics,8,0.353526,0.402297,0.578775,0.49758,0.5,0.625
2,q00154,legal,6,0.551684,0.612819,0.446268,0.520398,0.666667,0.5
2,q00155,engineering,6,0.46732,0.547673,0.629254,0.737043,0.666667,0.833333
2,q00156,procurement,5,0.469744,0.623178,0.6662,0.786014,0.6,0.8
2,q00157,security,7,0.360764,0.396649,0.118383,0.390667,0.142857,0.571429
2,q00158,logistics,5,0.28676,0.320009,0.16958,0.276573,0.2,0.4
2,q00159,personnel,8,0.416562,0.534443,0.079795,0.446193,0.125,0.375
2,q00160,facilities,7,0.459996,0.531551,0.566687,0.547161,0.428571,0.571429
2,q00161,finance,10,0.408982,0.494085,0.428385,0.793584,0.3,0.7
2,q00162,research,10,0.256314,0.358363,0.205117,0.299905,0.2,0.3
2,q00163,security,9,0.344695,0.508669,0.0,0.414602,0.0,0.444444
2,q00164,legal,6,0.532558,0.607152,0.198882,0.701678,0.333333,0.666667
2,q00165,finance,10,0.418243,0.516888,0.500973,0.72733,0.4,0.6
2,q00166,security,9,0.493499,0.614937,0.447893,0.744291,0.444444,0.666667
2,q00167,personnel,9,0.432945,0.641763,0.629476,0.855096,0.555556,0.777778
2,q00168,security,3,0.315264,0.336641,0.469279,0.234639,0.333333,0.333333
2,q00169,marketing,3,0.296164,0.28517,0.16716,0.135652,0.333333,0.333333
2,q00170,security,9,0.403115,0.566731,0.0,0.373232,0.0,0.444444
2,q00171,legal,6,0.575541,0.604069,0.321245,0.408716,0.333333,0.5
2,q00172,engineering,3,0.588003,0.549202,0.967468,0.463242,1.0,0.666667
2,q00173,marketing,5,0.433653,0.488169,0.593357,0.485664,0.8,0.6
2,q00174,research,4,0.251399,0.300682,0.0,0.112845,0.0,0.25
2,q00175,facilities,7,0.502334,0.547904,0.683655,0.469303,0.571429,0.571429
2,q00176,engineering,12,0.423664,0.443154,0.385048,0.564544,0.333333,0.416667
2,q00177,finance,2,0.528624,0.594097,0.613147,0.580279,0.5,1.0
2,q00178,procurement,10,0.480019,0.624267,0.441285,0.687195,0.4,0.6
2,q00179,security,10,0.391672,0.507381,0.303082,0.36099,0.3,0.4
2,q00180,security,7,0.479179,0.48378,0.605365,0.318097,0.571429,0.428571
2,q00181,procurement,10,0.525035,0.663437,0.429141,0.598395,0.4,0.5
2,q00182,procurement,5,0.36371,0.610348,0.0,0.66084,0.0,0.8
2,q00183,engineering,3,0.588003,0.549202,0.967468,0.463242,1.0,0.666667
2,q00184,facilities,5,0.482665,0.558279,0.50874,0.66014,0.4,0.6
2,q00185,security,7,0.469845,0.513726,0.518651,0.34451,0.428571,0.428571
2,q00186,finance,5,0.468644,0.557098,0.868795,0.956591,0.8,1.0
2,q00187,facilities,8,0.495306,0.595936,0.333259,0.692783,0.375,0.75
2,q00188,facilities,6,0.577763,0.611301,0.806914,0.827097,0.833333,0.833333
2,q00189,procurement,7,0.29382,0.406017,0.445959,0.7353,0.428571,0.714286
2,q00190,facilities,10,0.502327,0.610329,0.527106,0.699474,0.4,0.6
2,q00191,research,8,0.246843,0.372863,0.155938,0.341755,0.25,0.375
2,q00192,personnel,7,0.42027,0.516719,0.429249,0.338567,0.428571,0.428571
2,q00193,engineering,12,0.568897,0.649269,0.652371,0.627507,0.5,0.416667
2,q00194,logistics,6,0.227072,0.298171,0.549364,0.666427,0.5,0.666667
2,q00195,marketing,8,0.176929,0.351078,0.097852,0.695463,0.125,0.625
2,q00196,facilities,8,0.373462,0.460564,0.565443,0.279905,0.5,0.375
2,q00197,marketing,8,0.342368,0.441229,0.252943,0.502632,0.125,0.375
2,q00198,marketing,6,0.165765,0.316594,0.302602,0.467245,0.166667,0.666667
2,q00199,procurement,3,0.271905,0.441888,0.296082,0.650821,0.333333,0.666667
3,q00000,procurement,6,0.489001,0.661458,0.190921,0.672087,0.166667,0.666667
3,q00001,finance,15,0.429726,0.481219,0.598875,0.646856,0.333333,0.466667
3,q00002,procurement,12,0.273597,0.372069,0.069431,0.581082,0.083333,0.416667
3,q00003,personnel,14,0.417893,0.555483,0.425208,0.794883,0.214286,0.571429
3,q00004,logistics,9,0.348844,0.401547,0.435097,0.552515,0.444444,0.444444
3,q00005,legal,7,0.50268,0.626363,0.491772,0.818725,0.428571,0.857143
3,q00006,legal,9,0.429381,0.640894,0.336274,0.814218,0.222222,0.777778
3,q00007,legal,13,0.379958,0.507976,0.469,0.683538,0.230769,0.461538
3,q00008,personnel,10,0.309555,0.435034,0.069431,0.362111,0.1,0.3
3,q00009,legal,7,0.511503,0.683605,0.535018,0.720236,0.428571,0.714286
3,q00010,legal,7,0.478346,0.617334,0.445959,0.768591,0.428571,0.857143
3,q00011,legal,12,0.481518,0.709137,0.217261,0.542818,0.166667,0.416667
3,q00012,engineering,7,0.437947,0.581496,0.322632,0.405978,0.428571,0.571429
3,q00013,security,5,0.395892,0.612812,0.32704,0.577358,0.4,0.6
3,q00014,marketing,6,0.281957,0.346243,0.0,0.186553,0.0,0.333333
3,q00015,procurement,4,0.284814,0.469377,0.0,0.636682,0.0,0.5
3,q00016,procurement,12,0.299173,0.489299,0.278481,0.583433,0.25,0.416667
3,q00017,engineering,13,0.401003,0.437718,0.811556,0.561713,0.615385,0.461538
3,q00018,marketing,13,0.263569,0.279375,0.16422,0.397948,0.153846,0.384615
3,q00019,security,4,0.455476,0.573003,0.749528,0.520473,0.75,0.75
3,q00020,legal,11,0.414008,0.669735,0.195189,0.458412,0.181818,0.454545
3,q00021,engineering,11,0.44406,0.590825,0.522496,0.588467,0.363636,0.454545
3,q00022,procurement,9,0.240688,0.354213,0.0,0.325974,0.0,0.222222
3,q00023,facilities,16,0.429413,0.609171,0.757382,0.794883,0.4375,0.5
3,q00024,logistics,8,0.40482,0.505122,0.511252,0.469514,0.5,0.375
3,q00025,procurement,9,0.262664,0.358864,0.148297,0.678417,0.111111,0.777778
3,q00026,finance,9,0.387934,0.546714,0.201248,0.921651,0.222222,0.888889
3,q00027,research,11,0.423091,0.745702,0.388225,0.870125,0.363636,0.727273
3,q00028,personnel,7,0.33907,0.482299,0.079457,0.20425,0.142857,0.285714
3,q00029,logistics,9,0.352649,0.491008,0.408719,0.67285,0.555556,0.555556
3,q00030,logistics,6,0.445538,0.60256,0.238773,0.410392,0.333333,0.333333
3,q00031,security,7,0.345849,0.471935,0.229064,0.77248,0.285714,0.857143
3,q00032,facilities,6,0.441251,0.574107,0.303615,0.504311,0.5,0.666667
3,q00033,personnel,10,0.382507,0.625439,0.110046,0.567721,0.1,0.5
3,q00034,personnel,7,0.33907,0.482299,0.079457,0.20425,0.142857,0.285714
3,q00035,finance,9,0.396221,0.595592,0.201248,0.839314,0.222222,0.777778
3,q00036,marketing,8,0.27338,0.355941,0.28606,0.590178,0.25,0.5
3,q00037,engineering,10,0.394266,0.432875,0.627507,0.501749,0.5,0.4
3,q00038,research,7,0.408088,0.709824,0.524361,0.29181,0.714286,0.285714
3,q00039,procurement,8,0.352644,0.43218,0.187952,0.358626,0.25,0.375
3,q00040,marketing,6,0.260623,0.314192,0.20325,0.246762,0.333333,0.333333
3,q00041,legal,11,0.414008,0.669735,0.195189,0.458412,0.181818,0.454545
3,q00042,finance,9,0.396221,0.595592,0.201248,0.839314,0.222222,0.777778
3,q00043,marketing,10,0.394099,0.461292,0.148764,0.397672,0.2,0.4
3,q00044,security,8,0.467733,0.508527,0.488351,0.450691,0.375,0.5
3,q00045,facilities,11,0.522216,0.67362,0.233651,0.56489,0.181818,0.545455
3,q00046,finance,10,0.319739,0.469558,0.373269,0.498271,0.4,0.5
3,q00047,personnel,6,0.352687,0.575581,0.0,0.497863,0.0,0.5
3,q00048,personnel,10,0.289979,0.46109,0.217261,0.643404,0.2,0.6
3,q00049,research,10,0.177788,0.364425,0.0,0.469756,0.0,0.4
3,q00050,marketing,17,0.196251,0.289132,0.283713,0.648932,0.117647,0.294118
3,q00051,procurement,11,0.162058,0.353734,0.0,0.534177,0.0,0.545455
3,q00052,engineering,10,0.394266,0.432875,0.627507,0.501749,0.5,0.4
3,q00053,security,6,0.378626,0.400942,0.0,0.190921,0.0,0.166667
3,q00054,finance,5,0.375261,0.486263,0.300785,0.282634,0.4,0.4
3,q00055,engineering,10,0.361549,0.498608,0.65948,0.690648,0.6,0.6
3,q00056,procurement,11,0.174376,0.367317,0.066254,0.577149,0.090909,0.454545
3,q00057,finance,8,0.39709,0.520397,0.252943,0.578451,0.125,0.5
3,q00058,marketing,9,0.174739,0.320231,0.235046,0.302989,0.111111,0.222222
3,q00059,legal,12,0.565015,0.701798,0.31955,0.441285,0.333333,0.333333
3,q00060,finance,10,0.319739,0.469558,0.373269,0.498271,0.4,0.5
3,q00061,security,11,0.391908,0.581702,0.283713,0.519997,0.181818,0.363636
3,q00062,engineering,10,0.447226,0.537871,0.535254,0.503607,0.4,0.4
3,q00063,logistics,7,0.30339,0.445922,0.173428,0.683655,0.142857,0.571429
3,q00064,security,15,0.309381,0.555182,0.22784,0.563788,0.2,0.266667
3,q00065,marketing,10,0.317144,0.330521,0.60514,0.680905,0.5,0.6
3,q00066,marketing,6,0.254472,0.327558,0.0,0.0,0.0,0.0
3,q00067,personnel,10,0.304342,0.552833,0.205117,0.613653,0.2,0.5
3,q00068,finance,15,0.429332,0.529733,0.305235,0.710477,0.133333,0.533333
3,q00069,research,10,0.171432,0.328726,0.0,0.617284,0.0,0.5
3,q00070,logistics,10,0.337741,0.473496,0.444097,0.52633,0.3,0.5
3,q00071,engineering,17,0.422246,0.439439,0.800694,0.712552,0.411765,0.352941
3,q00072,logistics,8,0.40482,0.505122,0.511252,0.469514,0.5,0.375
3,q00073,logistics,12,0.38601,0.564003,0.094788,0.627409,0.083333,0.416667
3,q00074,legal,7,0.459999,0.553792,0.448304,0.677368,0.285714,0.571429
3,q00075,procurement,10,0.428569,0.614635,0.307015,0.381134,0.3,0.3
3,q00076,legal,7,0.511503,0.683605,0.535018,0.720236,0.428571,0.714286
3,q00077,research,7,0.281132,0.469562,0.106337,0.709037,0.142857,0.714286
3,q00078,finance,9,0.265084,0.474862,0.216241,0.482566,0.222222,0.444444
3,q00079,finance,7,0.452344,0.535779,0.299042,0.387378,0.428571,0.571429
3,q00080,research,11,0.423091,0.745702,0.388225,0.870125,0.363636,0.727273
3,q00081,facilities,9,0.412872,0.59027,0.568809,0.730493,0.444444,0.666667
3,q00082,legal,9,0.410386,0.482722,0.067943,0.602881,0.111111,0.666667
3,q00083,finance,7,0.452344,0.535779,0.299042,0.387378,0.428571,0.571429
3,q00084,engineering,9,0.36726,0.540383,0.325974,0.689629,0.222222,0.666667
3,q00085,security,7,0.345849,0.471935,0.229064,0.77248,0.285714,0.857143
3,q00086,procurement,16,0.332436,0.604389,0.154574,0.841493,0.125,0.5
3,q00087,marketing,10,0.323417,0.39291,0.605505,0.611019,0.5,0.5
3,q00088,personnel,10,0.289979,0.46109,0.217261,0.643404,0.2,0.6
3,q00089,research,7,0.392044,0.702758,0.440448,0.359221,0.571429,0.428571
3,q00090,facilities,12,0.435428,0.579595,0.43463,0.705808,0.416667,0.5
3,q00091,logistics,7,0.463948,0.545954,0.372789,0.248917,0.285714,0.428571
3,q00092,finance,7,0.333933,0.502047,0.229064,0.440448,0.285714,0.571429
3,q00093,finance,15,0.296892,0.432198,0.495459,0.778807,0.333333,0.466667
3,q00094,facilities,11,0.442109,0.615789,0.522496,0.777872,0.363636,0.636364
3,q00095,research,6,0.138117,0.294573,0.190921,0.601312,0.166667,0.5
3,q00096,security,15,0.369172,0.407567,0.561892,0.312049,0.4,0.2
3,q00097,logistics,12,0.38601,0.564003,0.094788,0.627409,0.083333,0.416667
3,q00098,research,8,0.273073,0.512167,0.300466,0.659319,0.375,0.625
3,q00099,finance,9,0.381576,0.537679,0.309981,0.923039,0.333333,0.888889
3,q00100,engineering,19,0.42462,0.486242,0.633199,0.632541,0.315789,0.263158
3,q00101,logistics,12,0.430217,0.595095,0.322272,0.488349,0.25,0.416667
3,q00102,legal,12,0.565015,0.701798,0.31955,0.441285,0.333333,0.333333
3,q00103,procurement,4,0.26502,0.411507,0.0,0.558508,0.0,0.5
3,q00104,legal,11,0.382942,0.601524,0.16422,0.416567,0.181818,0.454545
3,q00105,legal,7,0.459999,0.553792,0.448304,0.677368,0.285714,0.571429
3,q00106,facilities,13,0.450864,0.555068,0.469,0.889954,0.230769,0.692308
3,q00107,security,7,0.345849,0.471935,0.229064,0.77248,0.285714,0.857143
3,q00108,legal,9,0.376617,0.435895,0.219053,0.706798,0.222222,0.666667
3,q00109,procurement,8,0.32664,0.409733,0.108936,0.443492,0.125,0.5
3,q00110,finance,15,0.296892,0.432198,0.495459,0.778807,0.333333,0.466667
3,q00111,security,5,0.433026,0.659797,0.452214,0.629552,0.4,0.6
3,q00112,research,6,0.138117,0.294573,0.190921,0.601312,0.166667,0.5
3,q00113,security,10,0.339571,0.350154,0.248908,0.31488,0.2,0.2
3,q00114,logistics,10,0.267147,0.378428,0.138862,0.488829,0.1,0.4
3,q00115,security,8,0.336079,0.403494,0.0,0.526313,0.0,0.625
3,q00116,engineering,12,0.489992,0.570232,0.50171,0.652864,0.5,0.5
3,q00117,security,8,0.356076,0.492354,0.0,0.612642,0.0,0.625
3,q00118,legal,9,0.488966,0.577386,0.383343,0.31877,0.222222,0.222222
3,q00119,engineering,10,0.361549,0.498608,0.65948,0.690648,0.6,0.6
3,q00120,legal,7,0.394816,0.46982,0.499028,0.551129,0.428571,0.571429
3,q00121,research,10,0.310144,0.597377,0.147829,0.563788,0.2,0.4
3,q00122,engineering,13,0.488622,0.638262,0.566945,0.652864,0.384615,0.461538
3,q00123,procurement,10,0.427144,0.596771,0.195189,0.378501,0.2,0.3
3,q00124,research,12,0.331059,0.62285,0.456899,0.711618,0.333333,0.5
3,q00125,research,6,0.234017,0.43874,0.087472,0.468178,0.166667,0.666667
3,q00126,security,7,0.360804,0.4661,0.0,0.539929,0.0,0.428571
3,q00127,logistics,6,0.445538,0.60256,0.238773,0.410392,0.333333,0.333333
3,q00128,finance,7,0.351803,0.549241,0.173428,0.783582,0.142857,0.714286
3,q00129,finance,7,0.384278,0.57222,0.224152,0.739267,0.285714,0.714286
3,q00130,logistics,8,0.258444,0.42139,0.0,0.469514,0.0,0.375
3,q00131,engineering,19,0.489091,0.635963,0.722295,0.712552,0.315789,0.315789
3,q00132,marketing,17,0.145153,0.283689,0.57369,0.672239,0.294118,0.352941
3,q00133,logistics,7,0.30339,0.445922,0.173428,0.683655,0.142857,0.571429
3,q00134,engineering,9,0.372188,0.472544,0.2601,0.514622,0.333333,0.555556
3,q00135,logistics,9,0.348844,0.401547,0.435097,0.552515,0.444444,0.444444
3,q00136,research,11,0.42075,0.719596,0.478902,0.826333,0.363636,0.727273
3,q00137,procurement,9,0.234259,0.392485,0.0,0.436293,0.0,0.333333
3,q00138,research,6,0.308254,0.539961,0.590023,0.74091,0.666667,0.666667
3,q00139,legal,12,0.475602,0.65807,0.245731,0.586795,0.25,0.416667
3,q00140,marketing,10,0.252561,0.321485,0.378501,0.621697,0.3,0.6
3,q00141,personnel,14,0.487945,0.678884,0.498572,0.696918,0.285714,0.5
3,q00142,security,11,0.26831,0.461278,0.069431,0.465823,0.090909,0.363636
3,q00143,research,12,0.330005,0.617976,0.447932,0.870125,0.333333,0.666667
3,q00144,procurement,16,0.353652,0.618466,0.224006,0.765593,0.125,0.4375
3,q00145,personnel,6,0.448276,0.603748,0.117063,0.657153,0.166667,0.666667
3,q00146,logistics,8,0.179839,0.295969,0.243903,0.539003,0.25,0.375
3,q00147,research,10,0.177788,0.364425,0.0,0.469756,0.0,0.4
3,q00148,facilities,6,0.29357,0.537547,0.190921,0.882937,0.166667,0.833333
3,q00149,legal,12,0.565015,0.701798,0.31955,0.441285,0.333333,0.333333
3,q00150,marketing,6,0.32265,0.38177,0.0,0.09546,0.0,0.166667
3,q00151,logistics,13,0.407708,0.587162,0.366025,0.507238,0.307692,0.384615
3,q00152,security,16,0.445468,0.532361,0.61683,0.533358,0.3125,0.375
3,q00153,logistics,10,0.267147,0.378428,0.138862,0.488829,0.1,0.4
3,q00154,legal,13,0.412407,0.624216,0.532141,0.696162,0.307692,0.461538
3,q00155,legal,13,0.379958,0.507976,0.469,0.683538,0.230769,0.461538
3,q00156,procurement,12,0.299173,0.489299,0.278481,0.583433,0.25,0.416667
3,q00157,research,7,0.408088,0.709824,0.524361,0.29181,0.714286,0.285714
3,q00158,marketing,9,0.243389,0.299356,0.067943,0.235046,0.111111,0.111111
3,q00159,logistics,13,0.407708,0.587162,0.366025,0.507238,0.307692,0.384615
3,q00160,logistics,12,0.410858,0.61552,0.199306,0.572756,0.25,0.416667
3,q00161,marketing,10,0.276928,0.32748,0.283515,0.61683,0.3,0.5
3,q00162,personnel,13,0.3194,0.493411,0.252065,0.388526,0.230769,0.307692
3,q00163,security,16,0.377868,0.414633,0.544221,0.643404,0.3125,0.375
3,q00164,marketing,10,0.398582,0.48138,0.205117,0.485716,0.2,0.5
3,q00165,legal,7,0.511503,0.683605,0.535018,0.720236,0.428571,0.714286
3,q00166,engineering,19,0.42462,0.486242,0.633199,0.632541,0.315789,0.263158
3,q00167,personnel,7,0.33907,0.482299,0.079457,0.20425,0.142857,0.285714
3,q00168,procurement,8,0.254836,0.400442,0.235408,0.70942,0.25,0.625
3,q00169,procurement,8,0.386211,0.48933,0.235732,0.286583,0.25,0.375
3,q00170,research,12,0.330367,0.630232,0.368376,0.775337,0.333333,0.583333
3,q00171,marketing,10,0.145363,0.39609,0.069431,0.399569,0.1,0.3
3,q00172,engineering,8,0.42981,0.52344,0.593806,0.830105,0.625,0.75
3,q00173,personnel,6,0.473982,0.64544,0.195261,0.692405,0.333333,0.666667
3,q00174,security,4,0.505882,0.642304,0.787702,0.571619,0.75,0.75
3,q00175,logistics,14,0.384259,0.5489,0.535254,0.754269,0.285714,0.5
3,q00176,legal,8,0.349171,0.5841,0.126471,0.724797,0.125,0.75
3,q00177,logistics,14,0.332429,0.47843,0.493679,0.608618,0.285714,0.357143
3,q00178,security,9,0.436079,0.506274,0.639052,0.525435,0.555556,0.444444
3,q00179,research,10,0.177788,0.364425,0.0,0.469756,0.0,0.4
3,q00180,research,6,0.324229,0.547594,0.190921,0.584227,0.166667,0.5
3,q00181,research,8,0.287051,0.526343,0.159589,0.549831,0.125,0.5
3,q00182,security,7,0.46916,0.53723,0.489205,0.366502,0.571429,0.285714
3,q00183,personnel,13,0.3194,0.493411,0.252065,0.388526,0.230769,0.307692
3,q00184,security,4,0.469965,0.623626,0.753698,0.515485,0.75,0.75
3,q00185,legal,13,0.412407,0.624216,0.532141,0.696162,0.307692,0.461538
3,q00186,logistics,10,0.330199,0.471625,0.066254,0.554143,0.1,0.4
3,q00187,facilities,6,0.46046,0.609335,0.299749,0.550377,0.5,0.666667
3,q00188,logistics,12,0.410858,0.61552,0.199306,0.572756,0.25,0.416667
3,q00189,engineering,10,0.447226,0.537871,0.535254,0.503607,0.4,0.4
3,q00190,marketing,6,0.32265,0.38177,0.0,0.09546,0.0,0.166667
3,q00191,procurement,10,0.395794,0.547271,0.129875,0.511651,0.2,0.5
3,q00192,security,7,0.46916,0.53723,0.489205,0.366502,0.571429,0.285714
3,q00193,personnel,10,0.282252,0.503797,0.208294,0.608618,0.2,0.5
3,q00194,personnel,6,0.448276,0.603748,0.117063,0.657153,0.166667,0.666667
3,q00195,legal,13,0.412407,0.624216,0.532141,0.696162,0.307692,0.461538
3,q00196,legal,8,0.289372,0.490599,0.0,0.738908,0.0,0.75
3,q00197,finance,10,0.33584,0.472196,0.37567,0.470102,0.4,0.5
3,q00198,finance,10,0.29423,0.458628,0.220092,0.466277,0.1,0.4
3,q00199,personnel,11,0.372798,0.521671,0.18341,0.538886,0.181818,0.363636
4,q00000,facilities,12,0.342401,0.551306,0.627507,0.605985,0.416667,0.416667
4,q00001,facilities,12,0.473131,0.610996,0.580148,0.61852,0.416667,0.5
4,q00002,personnel,9,0.256032,0.532194,0.148297,0.367049,0.111111,0.333333
4,q00003,logistics,12,0.36683,0.492902,0.481535,0.506784,0.333333,0.333333
4,q00004,marketing,9,0.187056,0.312766,0.336274,0.169277,0.222222,0.222222
4,q00005,legal,12,0.437912,0.468677,0.243552,0.493216,0.25,0.5
4,q00006,procurement,10,0.350645,0.526914,0.217261,0.722295,0.2,0.6
4,q00007,security,9,0.289137,0.453068,0.117523,0.443496,0.111111,0.333333
4,q00008,procurement,16,0.321138,0.394013,0.500973,0.74167,0.25,0.4375
4,q00009,personnel,11,0.283216,0.579793,0.205117,0.678504,0.181818,0.545455
4,q00010,research,9,0.273529,0.61131,0.317469,0.485378,0.333333,0.444444
4,q00011,personnel,16,0.335539,0.53298,0.488645,0.690648,0.25,0.375
4,q00012,logistics,10,0.272818,0.457513,0.0,0.447932,0.0,0.4
4,q00013,marketing,6,0.277027,0.391015,0.302602,0.644824,0.166667,0.5
4,q00014,procurement,6,0.314324,0.383144,0.0,0.302602,0.0,0.166667
4,q00015,security,16,0.338891,0.473839,0.289523,0.383633,0.125,0.1875
4,q00016,marketing,12,0.336396,0.375667,0.078398,0.073364,0.083333,0.083333
4,q00017,personnel,9,0.201015,0.48307,0.0,0.436293,0.0,0.333333
4,q00018,engineering,13,0.458677,0.663792,0.538886,0.775239,0.307692,0.538462
4,q00019,marketing,6,0.227803,0.282092,0.0,0.662059,0.0,0.666667
4,q00020,marketing,13,0.396637,0.414023,0.407415,0.586116,0.307692,0.384615
4,q00021,marketing,14,0.253584,0.30918,0.353144,0.530263,0.214286,0.357143
4,q00022,logistics,11,0.423247,0.556092,0.144652,0.687017,0.181818,0.545455
4,q00023,security,13,0.281168,0.565247,0.078398,0.72733,0.076923,0.461538
4,q00024,research,14,0.36636,0.639527,0.396392,0.691128,0.214286,0.428571
4,q00025,finance,12,0.425983,0.56147,0.428385,0.751092,0.25,0.666667
4,q00026,procurement,18,0.207681,0.325711,0.205117,0.790951,0.111111,0.388889
4,q00027,finance,18,0.207591,0.517874,0.0,0.768227,0.0,0.388889
4,q00028,engineering,12,0.41322,0.476393,0.577149,0.538886,0.416667,0.333333
4,q00029,marketing,6,0.227803,0.282092,0.0,0.662059,0.0,0.666667
4,q00030,logistics,11,0.423247,0.556092,0.144652,0.687017,0.181818,0.545455
4,q00031,procurement,6,0.358276,0.564153,0.151301,0.198882,0.166667,0.333333
4,q00032,finance,17,0.284645,0.543498,0.069431,0.857981,0.058824,0.470588
4,q00033,logistics,15,0.326649,0.525063,0.144652,0.463926,0.133333,0.333333
4,q00034,facilities,20,0.397549,0.660607,0.62433,0.70974,0.3,0.35
4,q00035,security,14,0.429949,0.526438,0.684383,0.42884,0.428571,0.285714
4,q00036,personnel,16,0.361561,0.51208,0.139618,0.0,0.125,0.0
4,q00037,personnel,11,0.348112,0.510312,0.293456,0.554143,0.181818,0.363636
4,q00038,finance,13,0.289559,0.588382,0.110046,0.437352,0.076923,0.230769
4,q00039,legal,18,0.489144,0.601294,0.287626,0.848238,0.166667,0.444444
4,q00040,legal,9,0.374438,0.467462,0.154481,0.764168,0.222222,0.666667
4,q00041,legal,9,0.3922,0.55322,0.184954,0.771371,0.222222,0.666667
4,q00042,research,14,0.273447,0.567972,0.519997,0.716485,0.285714,0.5
4,q00043,personnel,12,0.390369,0.516302,0.204834,0.249664,0.166667,0.25
4,q00044,security,10,0.330646,0.463616,0.247031,0.431996,0.3,0.5
4,q00045,legal,12,0.376604,0.455443,0.208294,0.439389,0.166667,0.416667
4,q00046,logistics,11,0.34961,0.456037,0.199306,0.390927,0.272727,0.363636
4,q00047,personnel,9,0.302058,0.51681,0.249526,0.505065,0.222222,0.444444
4,q00048,marketing,9,0.241303,0.291318,0.067943,0.0,0.111111,0.0
4,q00049,legal,14,0.462785,0.556952,0.205117,0.457958,0.142857,0.357143
4,q00050,security,9,0.327852,0.467617,0.0,0.426717,0.0,0.333333
4,q00051,finance,13,0.289559,0.588382,0.110046,0.437352,0.076923,0.230769
4,q00052,finance,12,0.245054,0.474996,0.16422,0.712552,0.166667,0.5
4,q00053,marketing,15,0.15446,0.362427,0.371854,0.602052,0.2,0.333333
4,q00054,procurement,6,0.314324,0.383144,0.0,0.302602,0.0,0.166667
4,q00055,personnel,14,0.305997,0.530316,0.073364,0.224006,0.071429,0.142857
4,q00056,engineering,15,0.438045,0.481234,0.488547,0.499027,0.266667,0.4
4,q00057,procurement,16,0.280476,0.350958,0.444097,0.775337,0.1875,0.4375
4,q00058,legal,19,0.52025,0.721885,0.354245,0.671759,0.210526,0.315789
4,q00059,engineering,21,0.338181,0.372344,0.514284,0.705905,0.238095,0.285714
4,q00060,facilities,12,0.357539,0.586933,0.085143,0.67587,0.083333,0.5
4,q00061,procurement,4,0.234689,0.40285,0.0,0.775739,0.0,0.75
4,q00062,marketing,15,0.15446,0.362427,0.371854,0.602052,0.2,0.333333
4,q00063,research,14,0.36636,0.639527,0.396392,0.691128,0.214286,0.428571
4,q00064,research,9,0.333808,0.556319,0.232022,0.474271,0.222222,0.333333
4,q00065,facilities,14,0.372215,0.57392,0.643121,0.67587,0.428571,0.428571
4,q00066,logistics,13,0.486905,0.628079,0.188444,0.510716,0.153846,0.307692
4,q00067,legal,19,0.403271,0.596064,0.632541,0.532141,0.263158,0.210526
4,q00068,marketing,15,0.125542,0.312369,0.179477,0.494357,0.133333,0.266667
4,q00069,research,14,0.235825,0.536799,0.0,0.589428,0.0,0.357143
4,q00070,personnel,14,0.283341,0.466599,0.066254,0.163541,0.071429,0.142857
4,q00071,procurement,9,0.412133,0.61081,0.0,0.588401,0.0,0.555556
4,q00072,finance,13,0.331881,0.609431,0.220092,0.49118,0.076923,0.307692
4,q00073,logistics,9,0.266678,0.450369,0.0,0.559527,0.0,0.555556
4,q00074,marketing,15,0.125542,0.312369,0.179477,0.494357,0.133333,0.266667
4,q00075,research,14,0.315222,0.631267,0.469,0.796761,0.214286,0.5
4,q00076,engineering,15,0.274256,0.403858,0.526428,0.224006,0.333333,0.133333
4,q00077,security,17,0.428984,0.565005,0.567227,0.800694,0.294118,0.411765
4,q00078,marketing,9,0.194566,0.323893,0.148297,0.174653,0.111111,0.222222
4,q00079,marketing,16,0.242167,0.409452,0.085143,0.627409,0.0625,0.3125
4,q00080,personnel,16,0.354711,0.555364,0.363624,0.661831,0.25,0.375
4,q00081,engineering,20,0.316188,0.334409,0.64029,0.767027,0.35,0.35
4,q00082,finance,11,0.391392,0.61259,0.312049,0.570859,0.272727,0.545455
4,q00083,research,16,0.311339,0.704784,0.203239,0.718363,0.1875,0.375
4,q00084,engineering,16,0.371718,0.536098,0.154574,0.745302,0.125,0.4375
4,q00085,security,15,0.452579,0.59708,0.532141,0.655548,0.266667,0.4
4,q00086,marketing,13,0.404555,0.489834,0.429141,0.696162,0.307692,0.461538
4,q00087,marketing,10,0.209512,0.280832,0.0,0.31488,0.0,0.2
4,q00088,facilities,12,0.285091,0.549876,0.094788,0.640309,0.083333,0.5
4,q00089,security,16,0.338891,0.473839,0.289523,0.383633,0.125,0.1875
