qid,qtype,arm,turn_r5,turn_r10,turn_ndcg10,sess_r5
3a704032,multi-session,dense_session_mean,,,,1.0
3a704032,multi-session,bm25_session,,,,1.0
gpt4_d84a3211,multi-session,turn,0.0,0.25,0.11751610475642714,1.0
gpt4_d84a3211,multi-session,sentence,0.0,0.25,0.13905617951077562,1.0
gpt4_d84a3211,multi-session,cards_hand,0.25,0.5,0.3080351663449861,1.0
gpt4_d84a3211,multi-session,pos_hand,0.25,0.25,0.19519002499605084,1.0
gpt4_d84a3211,multi-session,cards_m11,0.25,0.5,0.35914753008966527,1.0
gpt4_d84a3211,multi-session,pos_m11,0.25,0.25,0.24630238874073,1.0
gpt4_d84a3211,multi-session,cards_m13,0.25,0.25,0.19519002499605084,1.0
gpt4_d84a3211,multi-session,pos_m13,0.5,0.5,0.3973220069685352,1.0
gpt4_d84a3211,multi-session,cards_m17,0.25,0.5,0.2741708125981702,1.0
gpt4_d84a3211,multi-session,pos_m17,0.5,0.5,0.4144299250118475,1.0
gpt4_d84a3211,multi-session,bm25_turn,0.0,0.25,0.13905617951077562,1.0
gpt4_d84a3211,multi-session,bm25_cards_hand,0.0,0.25,0.13012668333070054,1.0
gpt4_d84a3211,multi-session,rrf_turn,0.0,0.25,0.13012668333070054,1.0
gpt4_d84a3211,multi-session,rrf_sentence,0.25,0.25,0.15101961822780524,1.0
gpt4_d84a3211,multi-session,rrf_cards_hand,0.25,0.25,0.15101961822780524,1.0
gpt4_d84a3211,multi-session,rrf_cards_m11,0.25,0.25,0.15101961822780524,1.0
gpt4_d84a3211,multi-session,rrf_cards_m13,0.0,0.25,0.13012668333070054,1.0
gpt4_d84a3211,multi-session,rrf_cards_m17,0.25,0.25,0.15101961822780524,1.0
gpt4_d84a3211,multi-session,rrf_turn_route,0.0,0.25,0.13012668333070054,1.0
gpt4_d84a3211,multi-session,dense_session_mean,,,,1.0
gpt4_d84a3211,multi-session,bm25_session,,,,1.0
aae3761f,multi-session,turn,0.3333333333333333,0.3333333333333333,0.23463936301137822,0.6666666666666666
aae3761f,multi-session,sentence,0.0,0.6666666666666666,0.3044671974905181,1.0
aae3761f,multi-session,cards_hand,0.3333333333333333,0.6666666666666666,0.6257049680303419,1.0
aae3761f,multi-session,pos_hand,0.3333333333333333,0.6666666666666666,0.6257049680303419,1.0
aae3761f,multi-session,cards_m11,0.3333333333333333,0.6666666666666666,0.6364391809889587,0.6666666666666666
aae3761f,multi-session,pos_m11,0.3333333333333333,0.6666666666666666,0.6364391809889587,0.6666666666666666
aae3761f,multi-session,cards_m13,0.3333333333333333,0.3333333333333333,0.2960819109658652,0.6666666666666666
aae3761f,multi-session,pos_m13,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.6666666666666666
aae3761f,multi-session,cards_m17,0.3333333333333333,0.6666666666666666,0.34870224750355494,0.6666666666666666
aae3761f,multi-session,pos_m17,0.3333333333333333,0.6666666666666666,0.34870224750355494,0.6666666666666666
aae3761f,multi-session,bm25_turn,0.6666666666666666,1.0,0.5249161118977292,1.0
aae3761f,multi-session,bm25_cards_hand,0.6666666666666666,1.0,0.9134015924715543,1.0
aae3761f,multi-session,rrf_turn,0.3333333333333333,0.6666666666666666,0.4441228664487979,0.6666666666666666
aae3761f,multi-session,rrf_sentence,0.3333333333333333,1.0,0.4967432029864875,1.0
aae3761f,multi-session,rrf_cards_hand,0.6666666666666666,1.0,0.86034433104172,1.0
aae3761f,multi-session,rrf_cards_m11,0.6666666666666666,0.6666666666666666,0.6508205185601091,1.0
aae3761f,multi-session,rrf_cards_m13,0.3333333333333333,0.6666666666666666,0.40179981797758046,1.0
aae3761f,multi-session,rrf_cards_m17,0.3333333333333333,0.6666666666666666,0.34870224750355494,1.0
aae3761f,multi-session,rrf_turn_route,0.6666666666666666,1.0,0.7864724919925569,1.0
aae3761f,multi-session,dense_session_mean,,,,0.6666666666666666
aae3761f,multi-session,bm25_session,,,,0.6666666666666666
gpt4_f2262a51,multi-session,turn,0.0,0.0,0.0,1.0
gpt4_f2262a51,multi-session,sentence,0.2,0.4,0.3347975674340217,1.0
gpt4_f2262a51,multi-session,cards_hand,0.2,0.4,0.3347975674340217,1.0
gpt4_f2262a51,multi-session,pos_hand,0.4,0.4,0.36005461457723403,1.0
gpt4_f2262a51,multi-session,cards_m11,0.4,0.6,0.3988244659805069,1.0
gpt4_f2262a51,multi-session,pos_m11,0.2,0.4,0.26687965254220064,1.0
gpt4_f2262a51,multi-session,cards_m13,0.4,0.4,0.36005461457723403,1.0
gpt4_f2262a51,multi-session,pos_m13,0.4,0.4,0.36005461457723403,1.0
gpt4_f2262a51,multi-session,cards_m17,0.4,0.4,0.3156484524795145,1.0
gpt4_f2262a51,multi-session,pos_m17,0.4,0.4,0.34519134224686937,1.0
gpt4_f2262a51,multi-session,bm25_turn,0.0,0.0,0.0,0.0
gpt4_f2262a51,multi-session,bm25_cards_hand,0.0,0.0,0.0,0.0
gpt4_f2262a51,multi-session,rrf_turn,0.0,0.0,0.0,0.3333333333333333
gpt4_f2262a51,multi-session,rrf_sentence,0.0,0.0,0.0,0.0
gpt4_f2262a51,multi-session,rrf_cards_hand,0.0,0.2,0.11305340175787204,0.3333333333333333
gpt4_f2262a51,multi-session,rrf_cards_m11,0.0,0.0,0.0,0.0
gpt4_f2262a51,multi-session,rrf_cards_m13,0.0,0.0,0.0,0.0
gpt4_f2262a51,multi-session,rrf_cards_m17,0.0,0.0,0.0,0.0
gpt4_f2262a51,multi-session,rrf_turn_route,0.0,0.0,0.0,0.0
gpt4_f2262a51,multi-session,dense_session_mean,,,,1.0
gpt4_f2262a51,multi-session,bm25_session,,,,0.0
dd2973ad,multi-session,turn,0.0,0.5,0.19342640361727081,1.0
dd2973ad,multi-session,sentence,0.5,1.0,0.8175295903539445,1.0
dd2973ad,multi-session,cards_hand,0.5,1.0,0.8315546295836225,1.0
dd2973ad,multi-session,pos_hand,0.5,1.0,0.48247555939075504,1.0
dd2973ad,multi-session,cards_m11,0.5,1.0,0.8315546295836225,1.0
dd2973ad,multi-session,pos_m11,0.5,1.0,0.6052602440527057,1.0
dd2973ad,multi-session,cards_m13,0.0,0.5,0.19342640361727081,1.0
dd2973ad,multi-session,pos_m13,0.0,0.5,0.19342640361727081,1.0
dd2973ad,multi-session,cards_m17,0.5,0.5,0.6131471927654584,1.0
dd2973ad,multi-session,pos_m17,0.5,1.0,0.7903864795495061,1.0
dd2973ad,multi-session,bm25_turn,0.5,0.5,0.3065735963827292,0.5
dd2973ad,multi-session,bm25_cards_hand,0.5,0.5,0.6131471927654584,0.5
dd2973ad,multi-session,rrf_turn,0.5,1.0,0.46845052016107697,1.0
dd2973ad,multi-session,rrf_sentence,0.5,1.0,0.5640920940185894,0.5
dd2973ad,multi-session,rrf_cards_hand,0.5,0.5,0.6131471927654584,0.5
dd2973ad,multi-session,rrf_cards_m11,0.5,1.0,0.5640920940185894,0.5
dd2973ad,multi-session,rrf_cards_m13,0.5,0.5,0.2640681225725909,0.5
dd2973ad,multi-session,rrf_cards_m17,0.5,0.5,0.6131471927654584,0.5
dd2973ad,multi-session,rrf_turn_route,1.0,1.0,0.5437713091520254,1.0
dd2973ad,multi-session,dense_session_mean,,,,1.0
dd2973ad,multi-session,bm25_session,,,,0.5
c4a1ceb8,multi-session,turn,0.25,0.25,0.3903800499921017,1.0
c4a1ceb8,multi-session,sentence,0.25,0.25,0.15101961822780524,1.0
c4a1ceb8,multi-session,cards_hand,0.25,0.25,0.3903800499921017,1.0
c4a1ceb8,multi-session,pos_hand,0.25,0.25,0.3903800499921017,1.0
c4a1ceb8,multi-session,cards_m11,0.25,0.5,0.5078961547485289,1.0
c4a1ceb8,multi-session,pos_m11,0.25,0.5,0.5078961547485289,1.0
c4a1ceb8,multi-session,cards_m13,0.25,0.5,0.5078961547485289,1.0
c4a1ceb8,multi-session,pos_m13,0.25,0.5,0.5078961547485289,1.0
c4a1ceb8,multi-session,cards_m17,0.25,0.25,0.15101961822780524,1.0
c4a1ceb8,multi-session,pos_m17,0.25,0.25,0.15101961822780524,1.0
c4a1ceb8,multi-session,bm25_turn,0.25,0.25,0.3903800499921017,1.0
c4a1ceb8,multi-session,bm25_cards_hand,0.25,0.25,0.3903800499921017,0.25
c4a1ceb8,multi-session,rrf_turn,0.25,0.25,0.3903800499921017,1.0
c4a1ceb8,multi-session,rrf_sentence,0.25,0.25,0.24630238874073,1.0
c4a1ceb8,multi-session,rrf_cards_hand,0.25,0.25,0.3903800499921017,1.0
c4a1ceb8,multi-session,rrf_cards_m11,0.25,0.25,0.3903800499921017,1.0
c4a1ceb8,multi-session,rrf_cards_m13,0.25,0.25,0.3903800499921017,1.0
c4a1ceb8,multi-session,rrf_cards_m17,0.25,0.25,0.24630238874073,1.0
c4a1ceb8,multi-session,rrf_turn_route,0.25,0.5,0.5205067333228022,0.75
c4a1ceb8,multi-session,dense_session_mean,,,,1.0
c4a1ceb8,multi-session,bm25_session,,,,1.0
gpt4_a56e767c,multi-session,turn,0.0,0.16666666666666666,0.0874717141014082,0.6666666666666666
gpt4_a56e767c,multi-session,sentence,0.16666666666666666,0.16666666666666666,0.19092086617893467,1.0
gpt4_a56e767c,multi-session,cards_hand,0.16666666666666666,0.16666666666666666,0.15130120674940672,1.0
gpt4_a56e767c,multi-session,pos_hand,0.16666666666666666,0.16666666666666666,0.19092086617893467,1.0
gpt4_a56e767c,multi-session,cards_m11,0.16666666666666666,0.16666666666666666,0.15130120674940672,1.0
gpt4_a56e767c,multi-session,pos_m11,0.16666666666666666,0.16666666666666666,0.19092086617893467,1.0
gpt4_a56e767c,multi-session,cards_m13,0.16666666666666666,0.16666666666666666,0.13032376591037062,1.0
gpt4_a56e767c,multi-session,pos_m13,0.16666666666666666,0.16666666666666666,0.19092086617893467,1.0
gpt4_a56e767c,multi-session,cards_m17,0.16666666666666666,0.16666666666666666,0.19092086617893467,1.0
gpt4_a56e767c,multi-session,pos_m17,0.16666666666666666,0.16666666666666666,0.19092086617893467,1.0
gpt4_a56e767c,multi-session,bm25_turn,0.16666666666666666,0.16666666666666666,0.13032376591037062,0.6666666666666666
gpt4_a56e767c,multi-session,bm25_cards_hand,0.16666666666666666,0.16666666666666666,0.13032376591037062,0.3333333333333333
gpt4_a56e767c,multi-session,rrf_turn,0.16666666666666666,0.16666666666666666,0.15130120674940672,0.6666666666666666
gpt4_a56e767c,multi-session,rrf_sentence,0.16666666666666666,0.16666666666666666,0.11706259313796354,1.0
gpt4_a56e767c,multi-session,rrf_cards_hand,0.0,0.3333333333333333,0.19526086862591913,1.0
gpt4_a56e767c,multi-session,rrf_cards_m11,0.16666666666666666,0.16666666666666666,0.11706259313796354,1.0
gpt4_a56e767c,multi-session,rrf_cards_m13,0.16666666666666666,0.16666666666666666,0.13032376591037062,1.0
gpt4_a56e767c,multi-session,rrf_cards_m17,0.16666666666666666,0.16666666666666666,0.13032376591037062,0.6666666666666666
gpt4_a56e767c,multi-session,rrf_turn_route,0.16666666666666666,0.16666666666666666,0.19092086617893467,0.6666666666666666
gpt4_a56e767c,multi-session,dense_session_mean,,,,1.0
gpt4_a56e767c,multi-session,bm25_session,,,,0.6666666666666666
6cb6f249,multi-session,turn,0.5,0.5,0.23719771276929622,1.0
6cb6f249,multi-session,sentence,1.0,1.0,1.0,1.0
6cb6f249,multi-session,cards_hand,1.0,1.0,1.0,1.0
6cb6f249,multi-session,pos_hand,1.0,1.0,1.0,1.0
6cb6f249,multi-session,cards_m11,1.0,1.0,0.9197207891481876,1.0
6cb6f249,multi-session,pos_m11,1.0,1.0,1.0,1.0
6cb6f249,multi-session,cards_m13,0.5,1.0,0.7977228895450266,1.0
6cb6f249,multi-session,pos_m13,1.0,1.0,1.0,1.0
6cb6f249,multi-session,cards_m17,1.0,1.0,1.0,1.0
6cb6f249,multi-session,pos_m17,1.0,1.0,1.0,1.0
6cb6f249,multi-session,bm25_turn,0.0,0.0,0.0,1.0
6cb6f249,multi-session,bm25_cards_hand,0.0,0.0,0.0,0.5
6cb6f249,multi-session,rrf_turn,0.0,0.5,0.19342640361727081,1.0
6cb6f249,multi-session,rrf_sentence,0.0,0.5,0.21840743681816419,1.0
6cb6f249,multi-session,rrf_cards_hand,0.0,0.0,0.0,1.0
6cb6f249,multi-session,rrf_cards_m11,0.0,0.5,0.20438239758848611,1.0
6cb6f249,multi-session,rrf_cards_m13,0.0,0.5,0.20438239758848611,1.0
6cb6f249,multi-session,rrf_cards_m17,0.0,1.0,0.38162168437253385,1.0
6cb6f249,multi-session,rrf_turn_route,0.5,0.5,0.38685280723454163,1.0
6cb6f249,multi-session,dense_session_mean,,,,1.0
6cb6f249,multi-session,bm25_session,,,,1.0
46a3abf7,multi-session,turn,0.0,0.3333333333333333,0.15642624200758548,1.0
46a3abf7,multi-session,sentence,0.3333333333333333,0.3333333333333333,0.18154179253735267,1.0
46a3abf7,multi-session,cards_hand,0.3333333333333333,0.3333333333333333,0.18154179253735267,1.0
46a3abf7,multi-session,pos_hand,0.3333333333333333,0.3333333333333333,0.18154179253735267,1.0
46a3abf7,multi-session,cards_m11,0.3333333333333333,0.3333333333333333,0.18154179253735267,1.0
46a3abf7,multi-session,pos_m11,0.3333333333333333,0.3333333333333333,0.18154179253735267,1.0
46a3abf7,multi-session,cards_m13,0.0,0.3333333333333333,0.14126697285982898,1.0
46a3abf7,multi-session,pos_m13,0.0,0.0,0.0,1.0
46a3abf7,multi-session,cards_m17,0.3333333333333333,0.3333333333333333,0.18154179253735267,1.0
46a3abf7,multi-session,pos_m17,0.3333333333333333,0.3333333333333333,0.18154179253735267,1.0
46a3abf7,multi-session,bm25_turn,0.0,0.3333333333333333,0.14126697285982898,0.6666666666666666
46a3abf7,multi-session,bm25_cards_hand,0.0,0.3333333333333333,0.14126697285982898,1.0
46a3abf7,multi-session,rrf_turn,0.3333333333333333,0.6666666666666666,0.3171937659698004,1.0
46a3abf7,multi-session,rrf_sentence,0.3333333333333333,0.6666666666666666,0.33775931993299535,1.0
46a3abf7,multi-session,rrf_cards_hand,0.3333333333333333,0.3333333333333333,0.20210734650054757,1.0
46a3abf7,multi-session,rrf_cards_m11,0.3333333333333333,0.3333333333333333,0.20210734650054757,1.0
46a3abf7,multi-session,rrf_cards_m13,0.3333333333333333,0.3333333333333333,0.20210734650054757,1.0
46a3abf7,multi-session,rrf_cards_m17,0.3333333333333333,0.3333333333333333,0.20210734650054757,1.0
46a3abf7,multi-session,rrf_turn_route,0.3333333333333333,0.6666666666666666,0.3379680345449381,1.0
46a3abf7,multi-session,dense_session_mean,,,,1.0
46a3abf7,multi-session,bm25_session,,,,0.3333333333333333
36b9f61e,multi-session,turn,1.0,1.0,0.9674679834891693,1.0
36b9f61e,multi-session,sentence,0.0,1.0,0.4592386704062355,1.0
36b9f61e,multi-session,cards_hand,0.0,1.0,0.4592386704062355,1.0
36b9f61e,multi-session,pos_hand,0.0,1.0,0.4592386704062355,1.0
36b9f61e,multi-session,cards_m11,0.3333333333333333,1.0,0.4736200079773859,1.0
36b9f61e,multi-session,pos_m11,0.3333333333333333,1.0,0.4843542209360027,1.0
36b9f61e,multi-session,cards_m13,1.0,1.0,0.9674679834891693,1.0
36b9f61e,multi-session,pos_m13,1.0,1.0,0.9674679834891693,1.0
36b9f61e,multi-session,cards_m17,0.3333333333333333,1.0,0.7928654229965442,1.0
36b9f61e,multi-session,pos_m17,0.3333333333333333,1.0,0.7928654229965442,1.0
36b9f61e,multi-session,bm25_turn,0.0,0.3333333333333333,0.13565197343244778,1.0
36b9f61e,multi-session,bm25_cards_hand,0.0,0.3333333333333333,0.1480409554829326,1.0
36b9f61e,multi-session,rrf_turn,0.3333333333333333,0.6666666666666666,0.39106560501896365,1.0
36b9f61e,multi-session,rrf_sentence,0.0,0.6666666666666666,0.2893079283427616,1.0
36b9f61e,multi-session,rrf_cards_hand,0.0,0.6666666666666666,0.2893079283427616,1.0
36b9f61e,multi-session,rrf_cards_m11,0.0,0.6666666666666666,0.29769321486741446,1.0
36b9f61e,multi-session,rrf_cards_m13,0.3333333333333333,0.6666666666666666,0.36926780146674987,1.0
36b9f61e,multi-session,rrf_cards_m17,0.3333333333333333,0.6666666666666666,0.3501483019834802,1.0
36b9f61e,multi-session,rrf_turn_route,0.6666666666666666,1.0,0.6978817289434457,1.0
36b9f61e,multi-session,dense_session_mean,,,,1.0
36b9f61e,multi-session,bm25_session,,,,1.0
28dc39ac,multi-session,turn,0.4,0.4,0.34519134224686937,0.8
28dc39ac,multi-session,sentence,0.4,0.4,0.36005461457723403,0.8
28dc39ac,multi-session,cards_hand,0.4,0.4,0.36005461457723403,0.8
28dc39ac,multi-session,pos_hand,0.4,0.4,0.3156484524795145,0.8
28dc39ac,multi-session,cards_m11,0.2,0.2,0.21398626473452756,0.8
28dc39ac,multi-session,pos_m11,0.2,0.2,0.16958010263680806,0.8
28dc39ac,multi-session,cards_m13,0.2,0.4,0.23819820987960558,0.8
28dc39ac,multi-session,pos_m13,0.0,0.4,0.227804435066758,0.8
28dc39ac,multi-session,cards_m17,0.2,0.4,0.4371994911049732,0.8
28dc39ac,multi-session,pos_m17,0.2,0.2,0.21398626473452756,0.8
28dc39ac,multi-session,bm25_turn,0.4,0.8,0.7238911047912078,0.6
28dc39ac,multi-session,bm25_cards_hand,0.4,0.8,0.7178308354005997,0.6
28dc39ac,multi-session,rrf_turn,0.6,0.6,0.6164336326286644,0.8
28dc39ac,multi-session,rrf_sentence,0.4,0.6,0.4856637624942473,1.0
28dc39ac,multi-session,rrf_cards_hand,0.4,0.8,0.6024169559021868,1.0
28dc39ac,multi-session,rrf_cards_m11,0.2,0.6,0.4368949625569334,1.0
28dc39ac,multi-session,rrf_cards_m13,0.4,0.6,0.45824474400474136,1.0
28dc39ac,multi-session,rrf_cards_m17,0.2,0.6,0.5543110021543998,1.0
28dc39ac,multi-session,rrf_turn_route,0.8,1.0,0.9609247825245575,1.0
28dc39ac,multi-session,dense_session_mean,,,,1.0
28dc39ac,multi-session,bm25_session,,,,1.0
gpt4_2f8be40d,multi-session,turn,0.0,0.3333333333333333,0.13565197343244778,1.0
gpt4_2f8be40d,multi-session,sentence,0.3333333333333333,0.6666666666666666,0.43734888382569426,1.0
gpt4_2f8be40d,multi-session,cards_hand,0.3333333333333333,0.3333333333333333,0.2960819109658652,1.0
gpt4_2f8be40d,multi-session,pos_hand,0.6666666666666666,0.6666666666666666,0.4776237035032179,1.0
gpt4_2f8be40d,multi-session,cards_m11,0.3333333333333333,0.3333333333333333,0.2960819109658652,1.0
gpt4_2f8be40d,multi-session,pos_m11,0.3333333333333333,0.6666666666666666,0.4525081529734507,1.0
gpt4_2f8be40d,multi-session,cards_m13,0.6666666666666666,0.6666666666666666,0.49818925746641285,1.0
gpt4_2f8be40d,multi-session,pos_m13,0.6666666666666666,0.6666666666666666,0.6508205185601091,1.0
gpt4_2f8be40d,multi-session,cards_m17,0.3333333333333333,0.3333333333333333,0.2960819109658652,1.0
gpt4_2f8be40d,multi-session,pos_m17,0.3333333333333333,0.6666666666666666,0.6364391809889587,1.0
gpt4_2f8be40d,multi-session,bm25_turn,0.0,0.3333333333333333,0.1480409554829326,0.3333333333333333
gpt4_2f8be40d,multi-session,bm25_cards_hand,0.0,0.0,0.0,0.3333333333333333
gpt4_2f8be40d,multi-session,rrf_turn,0.3333333333333333,0.3333333333333333,0.23463936301137822,0.6666666666666666
gpt4_2f8be40d,multi-session,rrf_sentence,0.3333333333333333,0.3333333333333333,0.2960819109658652,0.6666666666666666
gpt4_2f8be40d,multi-session,rrf_cards_hand,0.3333333333333333,0.3333333333333333,0.18154179253735267,1.0
gpt4_2f8be40d,multi-session,rrf_cards_m11,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.6666666666666666
gpt4_2f8be40d,multi-session,rrf_cards_m13,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.6666666666666666
gpt4_2f8be40d,multi-session,rrf_cards_m17,0.3333333333333333,0.3333333333333333,0.2960819109658652,0.6666666666666666
gpt4_2f8be40d,multi-session,rrf_turn_route,0.3333333333333333,0.3333333333333333,0.23463936301137822,0.6666666666666666
gpt4_2f8be40d,multi-session,dense_session_mean,,,,1.0
gpt4_2f8be40d,multi-session,bm25_session,,,,0.6666666666666666
2e6d26dc,multi-session,turn,0.5,0.75,0.6886342695939197,1.0
2e6d26dc,multi-session,sentence,0.75,1.0,0.8756458727267334,1.0
2e6d26dc,multi-session,cards_hand,0.75,1.0,0.8756458727267334,1.0
2e6d26dc,multi-session,pos_hand,0.75,1.0,0.8756458727267334,1.0
2e6d26dc,multi-session,cards_m11,0.75,1.0,0.8756458727267334,1.0
2e6d26dc,multi-session,pos_m11,0.75,0.75,0.7095272044910244,1.0
2e6d26dc,multi-session,cards_m13,0.5,0.5,0.5855700749881525,1.0
2e6d26dc,multi-session,pos_m13,0.5,0.5,0.5585075862632192,1.0
2e6d26dc,multi-session,cards_m17,0.75,1.0,0.8756458727267334,1.0
2e6d26dc,multi-session,pos_m17,0.75,1.0,0.8756458727267334,1.0
2e6d26dc,multi-session,bm25_turn,0.5,0.75,0.4693608375942211,0.75
2e6d26dc,multi-session,bm25_cards_hand,0.0,0.25,0.13012668333070054,0.5
2e6d26dc,multi-session,rrf_turn,0.75,0.75,0.592512031964586,0.75
2e6d26dc,multi-session,rrf_sentence,0.75,0.75,0.592512031964586,0.75
2e6d26dc,multi-session,rrf_cards_hand,0.5,0.75,0.553486104522623,0.75
2e6d26dc,multi-session,rrf_cards_m11,0.75,0.75,0.592512031964586,1.0
2e6d26dc,multi-session,rrf_cards_m13,0.5,0.75,0.5805485932475565,1.0
2e6d26dc,multi-session,rrf_cards_m17,0.75,0.75,0.592512031964586,1.0
2e6d26dc,multi-session,rrf_turn_route,0.75,0.75,0.6096199500078984,0.75
2e6d26dc,multi-session,dense_session_mean,,,,1.0
2e6d26dc,multi-session,bm25_session,,,,0.75
gpt4_15e38248,multi-session,turn,0.2,0.4,0.4599715079731103,1.0
gpt4_15e38248,multi-session,sentence,0.2,0.4,0.45221360703148816,0.5
gpt4_15e38248,multi-session,cards_hand,0.2,0.6,0.5580107938044674,0.75
gpt4_15e38248,multi-session,pos_hand,0.2,0.6,0.5580107938044674,0.75
gpt4_15e38248,multi-session,cards_m11,0.2,0.4,0.44615333764087994,0.75
gpt4_15e38248,multi-session,pos_m11,0.2,0.6,0.5669646403403741,0.75
gpt4_15e38248,multi-session,cards_m13,0.2,0.6,0.5392968862278849,0.5
gpt4_15e38248,multi-session,pos_m13,0.2,0.6,0.5392968862278849,0.5
gpt4_15e38248,multi-session,cards_m17,0.2,0.4,0.45221360703148816,0.5
gpt4_15e38248,multi-session,pos_m17,0.2,0.4,0.45221360703148816,0.5
gpt4_15e38248,multi-session,bm25_turn,0.2,0.4,0.2591217516005785,0.5
gpt4_15e38248,multi-session,bm25_cards_hand,0.0,0.0,0.0,0.25
gpt4_15e38248,multi-session,rrf_turn,0.6,0.6,0.6164336326286644,0.5
gpt4_15e38248,multi-session,rrf_sentence,0.2,0.6,0.5730249097309823,0.5
gpt4_15e38248,multi-session,rrf_cards_hand,0.2,0.4,0.23330247263525344,0.5
gpt4_15e38248,multi-session,rrf_cards_m11,0.4,0.6,0.591176585485452,0.5
gpt4_15e38248,multi-session,rrf_cards_m13,0.4,0.6,0.6739577727076379,0.5
gpt4_15e38248,multi-session,rrf_cards_m17,0.4,0.6,0.591176585485452,0.5
gpt4_15e38248,multi-session,rrf_turn_route,0.6,0.6,0.6548086577531307,0.5
gpt4_15e38248,multi-session,dense_session_mean,,,,0.75
gpt4_15e38248,multi-session,bm25_session,,,,0.5
88432d0a,multi-session,turn,0.0,0.0,0.0,0.75
88432d0a,multi-session,sentence,0.0,0.25,0.123151194370365,0.75
88432d0a,multi-session,cards_hand,0.0,0.0,0.0,0.75
88432d0a,multi-session,pos_hand,0.0,0.0,0.0,0.75
88432d0a,multi-session,cards_m11,0.0,0.0,0.0,0.75
88432d0a,multi-session,pos_m11,0.0,0.25,0.123151194370365,0.75
88432d0a,multi-session,cards_m13,0.0,0.0,0.0,0.75
88432d0a,multi-session,pos_m13,0.0,0.0,0.0,0.75
88432d0a,multi-session,cards_m17,0.0,0.25,0.13905617951077562,0.75
88432d0a,multi-session,pos_m17,0.0,0.25,0.123151194370365,0.75
88432d0a,multi-session,bm25_turn,0.0,0.0,0.0,0.0
88432d0a,multi-session,bm25_cards_hand,0.0,0.0,0.0,0.25
88432d0a,multi-session,rrf_turn,0.0,0.25,0.11751610475642714,0.75
88432d0a,multi-session,rrf_sentence,0.0,0.25,0.13905617951077562,0.75
88432d0a,multi-session,rrf_cards_hand,0.0,0.0,0.0,0.75
88432d0a,multi-session,rrf_cards_m11,0.0,0.25,0.123151194370365,0.75
88432d0a,multi-session,rrf_cards_m13,0.0,0.25,0.11284514134893527,0.75
88432d0a,multi-session,rrf_cards_m17,0.0,0.25,0.13905617951077562,0.75
88432d0a,multi-session,rrf_turn_route,0.25,0.25,0.16812753627111746,0.75
88432d0a,multi-session,dense_session_mean,,,,0.75
88432d0a,multi-session,bm25_session,,,,0.0
80ec1f4f,multi-session,turn,0.0,0.0,0.0,1.0
80ec1f4f,multi-session,sentence,0.0,0.0,0.0,1.0
80ec1f4f,multi-session,cards_hand,0.0,0.0,0.0,1.0
80ec1f4f,multi-session,pos_hand,0.0,0.0,0.0,1.0
80ec1f4f,multi-session,cards_m11,0.0,0.0,0.0,1.0
80ec1f4f,multi-session,pos_m11,0.0,0.0,0.0,1.0
80ec1f4f,multi-session,cards_m13,0.0,0.0,0.0,1.0
80ec1f4f,multi-session,pos_m13,0.0,0.0,0.0,1.0
80ec1f4f,multi-session,cards_m17,0.5,0.5,0.23719771276929622,1.0
80ec1f4f,multi-session,pos_m17,0.0,0.0,0.0,1.0
80ec1f4f,multi-session,bm25_turn,0.0,0.0,0.0,1.0
80ec1f4f,multi-session,bm25_cards_hand,0.0,0.0,0.0,1.0
80ec1f4f,multi-session,rrf_turn,0.0,0.0,0.0,1.0
80ec1f4f,multi-session,rrf_sentence,0.0,0.0,0.0,1.0
80ec1f4f,multi-session,rrf_cards_hand,0.0,0.0,0.0,1.0
80ec1f4f,multi-session,rrf_cards_m11,0.0,0.0,0.0,1.0
80ec1f4f,multi-session,rrf_cards_m13,0.0,0.0,0.0,1.0
80ec1f4f,multi-session,rrf_cards_m17,0.0,0.0,0.0,1.0
80ec1f4f,multi-session,rrf_turn_route,0.0,0.0,0.0,1.0
80ec1f4f,multi-session,dense_session_mean,,,,1.0
80ec1f4f,multi-session,bm25_session,,,,1.0
d23cf73b,multi-session,turn,0.0,0.5,0.25657228426720274,0.5
d23cf73b,multi-session,sentence,0.5,0.5,0.36331756126716835,0.5
d23cf73b,multi-session,cards_hand,0.5,0.75,0.5148381117249624,0.5
d23cf73b,multi-session,pos_hand,0.25,0.75,0.4200288571308283,0.5
d23cf73b,multi-session,cards_m11,0.5,0.75,0.45905478457279136,0.5
d23cf73b,multi-session,pos_m11,0.25,0.5,0.29127873064148246,0.5
d23cf73b,multi-session,cards_m13,0.5,1.0,0.6027819274910589,0.75
d23cf73b,multi-session,pos_m13,0.5,1.0,0.6027819274910589,0.75
d23cf73b,multi-session,cards_m17,0.25,0.5,0.3853585682515056,0.5
d23cf73b,multi-session,pos_m17,0.25,0.5,0.369453583111095,0.5
d23cf73b,multi-session,bm25_turn,0.5,0.75,0.664550862590272,0.75
d23cf73b,multi-session,bm25_cards_hand,0.5,0.5,0.6366824387328317,1.0
d23cf73b,multi-session,rrf_turn,0.5,0.75,0.7757386182436072,1.0
d23cf73b,multi-session,rrf_sentence,0.75,0.75,0.8318724637288826,1.0
