query_id,n_relevant,dense-pooled_ndcg10,dense-pooled_recall10,dense-pooled_recall100,dense-pooled_judged10,dense-chunk_ndcg10,dense-chunk_recall10,dense-chunk_recall100,dense-chunk_judged10,cards-static_ndcg10,cards-static_recall10,cards-static_recall100,cards-static_judged10,cards-llm_ndcg10,cards-llm_recall10,cards-llm_recall100,cards-llm_judged10
904,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
907,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
911,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
913,1,0.315465,1.0,1.0,0.1,0.430677,1.0,1.0,0.1,0.386853,1.0,1.0,0.1,0.289065,1.0,1.0,0.1
914,1,0.430677,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,0.5,1.0,1.0,0.1,0.30103,1.0,1.0,0.1
921,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
922,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
936,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
956,1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1
957,1,0.5,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,0.1
960,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
967,2,1.0,1.0,1.0,0.2,0.850345,1.0,1.0,0.2,0.919721,1.0,1.0,0.2,1.0,1.0,1.0,0.2
971,4,0.731568,1.0,1.0,0.4,0.876849,1.0,1.0,0.4,0.76064,1.0,1.0,0.4,0.722639,1.0,1.0,0.4
975,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
982,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
985,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1
993,1,0.63093,1.0,1.0,0.1,0.5,1.0,1.0,0.1,0.430677,1.0,1.0,0.1,0.63093,1.0,1.0,0.1
1012,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1014,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1019,1,0.430677,1.0,1.0,0.1,0.5,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1020,1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1021,1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1024,1,0.0,0.0,1.0,0.0,0.30103,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1029,3,0.967468,1.0,1.0,0.3,0.921787,1.0,1.0,0.3,0.807247,1.0,1.0,0.3,0.967468,1.0,1.0,0.3
1041,2,0.0,0.0,1.0,0.0,0.184576,0.5,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1049,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1062,1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1086,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1088,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1089,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1099,1,0.5,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.289065,1.0,1.0,0.1,0.315465,1.0,1.0,0.1
1100,1,0.430677,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.30103,1.0,1.0,0.1,0.315465,1.0,1.0,0.1
1104,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1107,1,0.5,1.0,1.0,0.1,0.430677,1.0,1.0,0.1,0.5,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1110,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1121,1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1130,1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1132,2,0.237198,0.5,1.0,0.1,0.237198,0.5,0.5,0.1,0.613147,0.5,0.5,0.1,0.306574,0.5,0.5,0.1
1137,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1140,1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.5,1.0,1.0,0.1
1144,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1146,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1150,1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1163,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1175,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1180,1,0.0,0.0,1.0,0.0,0.333333,1.0,1.0,0.1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.1
1185,1,0.5,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1187,1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1
1191,1,0.63093,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1194,1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1196,1,0.386853,1.0,1.0,0.1,0.430677,1.0,1.0,0.1,0.430677,1.0,1.0,0.1,0.430677,1.0,1.0,0.1
1197,1,0.386853,1.0,1.0,0.1,0.430677,1.0,1.0,0.1,0.430677,1.0,1.0,0.1,0.430677,1.0,1.0,0.1
1199,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,1,0.0,0.0,0.0,0.0,0.30103,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1202,1,0.63093,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,0.63093,1.0,1.0,0.1
1204,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1
1207,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1213,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1216,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1221,1,0.315465,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1225,1,1.0,1.0,1.0,0.1,0.315465,1.0,1.0,0.1,0.386853,1.0,1.0,0.1,0.63093,1.0,1.0,0.1
1226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1241,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.5,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1245,1,0.30103,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,0.0,0.0,1.0,0.0
1259,1,0.63093,1.0,1.0,0.1,0.5,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,0.63093,1.0,1.0,0.1
1262,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1266,1,0.386853,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.315465,1.0,1.0,0.1
1270,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1271,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1272,1,0.0,0.0,1.0,0.0,0.63093,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1273,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1274,3,0.946902,1.0,1.0,0.3,0.932521,1.0,1.0,0.3,0.871079,1.0,1.0,0.3,0.852928,1.0,1.0,0.3
1278,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1279,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1280,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.386853,1.0,1.0,0.1
1281,1,0.315465,1.0,1.0,0.1,0.315465,1.0,1.0,0.1,0.315465,1.0,1.0,0.1,0.333333,1.0,1.0,0.1
1282,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1290,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1292,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.315465,1.0,1.0,0.1,0.30103,1.0,1.0,0.1
1298,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1303,1,1.0,1.0,1.0,0.1,0.386853,1.0,1.0,0.1,0.386853,1.0,1.0,0.1,0.356207,1.0,1.0,0.1
1316,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1319,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1320,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1332,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1335,1,1.0,1.0,1.0,0.1,0.5,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1336,1,1.0,1.0,1.0,0.1,0.5,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1337,1,0.289065,1.0,1.0,0.1,0.5,1.0,1.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1339,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1344,1,0.63093,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,0.63093,1.0,1.0,0.1
1352,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1359,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1362,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1363,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1368,1,0.0,0.0,1.0,0.0,0.386853,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.0,0.0,1.0,0.0
1370,1,0.5,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.30103,1.0,1.0,0.1
1379,4,0.95583,1.0,1.0,0.4,0.927961,1.0,1.0,0.4,0.875646,1.0,1.0,0.4,0.76064,1.0,1.0,0.4
1382,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.430677,1.0,1.0,0.1
1385,1,0.63093,1.0,1.0,0.1,0.63093,1.0,1.0,0.1,0.5,1.0,1.0,0.1,0.430677,1.0,1.0,0.1
1389,1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.1
1395,1,0.5,1.0,1.0,0.1,1.0,1.0,1.0,0.1,0.5,1.0,1.0,0.1,0.430677,1.0,1.0,0.1
